ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.1915,-0.2107,9.7109,-0.232,-0.2278,9.8013,0.0405,0.0171,-0.0712,0.066,0.1044,0.0426,8.5,-34.25,-25.0,193.7,1.26,1.32,24690,2015-10-08 14:09:15:859
-0.1724,-0.1915,9.7109,-0.2224,-0.231,9.8014,0.0308,0.0012,-0.0714,0.0128,0.2003,-0.032,9.0,-34.75,-24.75,193.36,1.45,1.23,24790,2015-10-08 14:09:15:959
-0.1915,-0.2298,9.73,-0.2416,-0.1936,9.8018,0.0501,-0.0362,-0.0717,0.1129,0.0192,0.0341,8.5,-35.75,-24.25,192.98,1.21,1.39,24890,2015-10-08 14:09:16:059
-0.1915,-0.2298,9.7492,-0.2796,-0.1825,9.801,0.088,-0.0473,-0.0518,0.1129,-0.0064,0.0085,9.0,-35.75,-24.5,192.85,1.02,1.65,24990,2015-10-08 14:09:16:159
-0.1915,-0.2298,9.7109,-0.2685,-0.1429,9.8019,0.077,-0.0869,-0.0911,0.032,-0.0937,-0.0128,8.25,-36.25,-24.75,191.34,0.94,1.6,25090,2015-10-08 14:09:16:259
-0.1724,-0.2298,9.7109,-0.2443,-0.1731,9.8021,0.0719,-0.0568,-0.0912,0.0767,-0.0383,-0.0149,7.25,-33.5,-24.75,190.77,0.98,1.47,25190,2015-10-08 14:09:16:359
-0.1915,-0.249,9.73,-0.2119,-0.1545,9.8031,0.0203,-0.0945,-0.0731,-0.0405,0.0767,-0.0533,7.5,-35.0,-24.5,191.9,0.87,1.3,25290,2015-10-08 14:09:16:459
-0.1915,-0.2107,9.6917,-0.2163,-0.1646,9.8029,0.0248,-0.0653,-0.0537,0.0405,0.0213,0.0554,8.0,-35.75,-24.75,191.51,0.92,1.34,25391,2015-10-08 14:09:16:560
-0.1915,-0.249,9.6917,-0.2246,-0.1784,9.8025,0.033,-0.0323,-0.0916,0.1342,-0.0362,0.017,9.0,-35.25,-25.25,193.41,0.96,1.27,25491,2015-10-08 14:09:16:660
-0.1724,-0.2298,9.7109,-0.1953,-0.1684,9.8033,0.0038,-0.0422,-0.0732,-0.049,-0.0234,-0.017,8.5,-34.0,-24.75,193.79,0.97,1.26,25591,2015-10-08 14:09:16:760
-0.1915,-0.2107,9.7109,-0.2132,-0.2003,9.8023,0.0217,-0.0104,-0.0914,-0.0064,-0.0043,0.017,8.75,-34.75,-25.0,193.49,1.0,1.14,25691,2015-10-08 14:09:16:860
-0.1724,-0.2298,9.7109,-0.2378,-0.2286,9.8011,0.0654,-0.0012,-0.0902,-0.0937,0.0192,-0.0724,7.25,-34.0,-24.5,190.57,1.26,1.33,25791,2015-10-08 14:09:16:960
-0.1724,-0.2298,9.7109,-0.2179,-0.2369,9.8014,0.0455,0.007,-0.0905,0.0021,0.0085,0.0277,9.0,-35.25,-24.75,193.32,1.38,1.31,25890,2015-10-08 14:09:17:059
-0.1915,-0.2107,9.7492,-0.1905,-0.2443,9.8018,-0.001,0.0336,-0.0526,-0.0213,0.0277,0.1129,8.25,-34.0,-24.75,192.14,1.38,1.27,25990,2015-10-08 14:09:17:159
-0.1915,-0.249,9.6917,-0.1766,-0.2356,9.8022,-0.0149,-0.0133,-0.1105,-0.0085,-0.0107,0.0128,9.0,-33.75,-25.5,193.85,1.39,1.06,26090,2015-10-08 14:09:17:259
-0.1915,-0.2298,9.7109,-0.1767,-0.2447,9.802,-0.0149,0.0149,-0.0911,-0.0021,-0.098,-0.0234,10.0,-35.0,-25.25,195.01,1.48,1.01,26190,2015-10-08 14:09:17:359
-0.2107,-0.2298,9.73,-0.209,-0.2263,9.8018,-0.0017,-0.0035,-0.0718,0.017,0.0107,-0.032,9.25,-33.5,-25.75,195.86,1.43,1.03,26291,2015-10-08 14:09:17:460
-0.1724,-0.2298,9.7683,-0.2306,-0.2191,9.8015,0.0583,-0.0107,-0.0331,-0.0298,-0.0959,0.1129,8.75,-34.75,-26.5,193.69,1.19,1.29,26391,2015-10-08 14:09:17:560
-0.1915,-0.2107,9.7683,-0.2143,-0.2481,9.8012,0.0227,0.0374,-0.0328,0.0469,0.1108,-0.0043,8.5,-34.25,-25.5,193.66,1.31,1.31,26490,2015-10-08 14:09:17:659
-0.1915,-0.2107,9.73,-0.2041,-0.2403,9.8016,0.0126,0.0104,-0.0907,0.0298,0.0064,-0.0533,8.5,-34.5,-24.75,193.66,1.42,1.33,26590,2015-10-08 14:09:17:759
-0.1724,-0.2107,9.7875,-0.1954,-0.2332,9.8019,0.0038,0.0034,-0.091,0.1108,0.0064,0.1087,9.0,-34.5,-25.25,192.19,1.4,1.19,26691,2015-10-08 14:09:17:860
-0.1724,-0.249,9.73,-0.2006,-0.2358,9.8018,0.009,0.0251,-0.0909,0.0128,0.0575,-0.0937,9.5,-34.5,-25.0,193.43,1.36,1.14,26791,2015-10-08 14:09:17:960
-0.2107,-0.2107,9.8067,-0.2118,-0.2306,9.8017,0.0394,7.0E-4,-0.0908,-0.1065,0.0383,-0.0192,8.75,-35.75,-25.5,193.06,1.38,1.17,26891,2015-10-08 14:09:18:060
-0.1915,-0.2298,9.7109,-0.2226,-0.2187,9.8017,0.0311,-0.0112,-0.0716,-0.0682,0.0405,-0.1001,8.5,-36.0,-25.75,192.94,1.32,1.3,26991,2015-10-08 14:09:18:160
-0.1915,-0.2298,9.7492,-0.214,-0.2318,9.8016,0.0225,0.002,-0.0524,0.066,-0.0554,0.066,7.75,-35.25,-24.75,191.73,1.31,1.41,27091,2015-10-08 14:09:18:260
-0.1915,-0.2298,9.7109,-0.2111,-0.2537,9.8011,0.0387,0.0238,-0.0519,0.0959,0.0575,0.0277,8.0,-33.5,-25.5,193.71,1.35,1.23,27190,2015-10-08 14:09:18:359
-0.1724,-0.2298,9.7109,-0.2086,-0.2353,9.8016,0.0171,0.0055,-0.0524,-0.1129,-0.1214,-0.0043,8.25,-35.75,-26.5,191.48,1.41,1.23,27290,2015-10-08 14:09:18:459
-0.1724,-0.2298,9.7492,-0.205,-0.23,9.8018,0.0495,-0.0091,-0.0525,-0.1854,0.0064,-0.0234,8.75,-35.75,-25.5,192.99,1.42,1.26,27391,2015-10-08 14:09:18:560
-0.1915,-0.2107,9.7683,-0.2431,-0.2592,9.8002,0.053,0.032,-0.0701,-0.0064,0.0149,0.0852,7.75,-34.25,-26.0,192.05,1.41,1.33,27491,2015-10-08 14:09:18:660
-0.1915,-0.2298,9.8067,-0.2463,-0.22,9.8011,0.0547,-0.0098,0.0056,-0.0043,0.0639,-0.13,8.75,-33.5,-25.5,193.56,1.43,1.41,27591,2015-10-08 14:09:18:760
-0.1915,-0.2298,9.7683,-0.25,-0.2428,9.8005,0.0585,0.013,-0.0321,-0.0341,0.0469,-0.0341,8.0,-35.25,-25.75,191.63,1.42,1.46,27691,2015-10-08 14:09:18:860
-0.1915,-0.2298,9.7109,-0.2155,-0.2741,9.8005,0.024,0.0442,-0.0896,-0.0469,-0.1065,0.0575,9.0,-35.5,-25.5,193.22,1.53,1.43,27791,2015-10-08 14:09:18:960
-0.2107,-0.2298,9.73,-0.2157,-0.2502,9.8011,0.005,0.0204,-0.071,0.0618,-0.0511,-0.081,8.0,-35.0,-25.0,191.84,1.48,1.21,27891,2015-10-08 14:09:19:060
-0.1915,-0.249,9.7875,-0.201,-0.2656,9.801,0.0094,0.055,-0.071,-0.0128,0.0128,-0.0043,8.75,-34.0,-25.25,193.73,1.53,1.21,27990,2015-10-08 14:09:19:159
-0.1915,-0.249,9.7683,-0.2197,-0.2811,9.8002,0.0351,0.0685,-0.0704,-0.0895,0.0085,-0.0107,9.25,-36.5,-25.0,192.95,1.68,1.27,28090,2015-10-08 14:09:19:259
-0.1915,-0.2107,9.73,-0.1715,-0.2658,9.8015,-8.0E-4,0.027,-0.0331,-0.0618,-0.0916,0.0277,9.0,-35.0,-25.25,193.43,1.47,1.13,28190,2015-10-08 14:09:19:359
-0.1724,-0.2298,9.7492,-0.1664,-0.2697,9.8015,0.0131,0.0555,-0.0907,0.0298,0.0021,0.0469,7.75,-34.25,-25.25,192.34,1.52,0.96,28290,2015-10-08 14:09:19:459
-0.1915,-0.2298,9.8067,-0.1828,-0.2817,9.8009,-0.0087,0.0519,-0.0709,0.0533,0.0575,0.0192,7.75,-35.25,-25.25,191.97,1.66,0.98,28390,2015-10-08 14:09:19:559
-0.2107,-0.2107,9.8067,-0.2033,-0.2904,9.8002,0.0118,0.0606,-0.0127,0.0192,0.0405,0.0575,8.5,-34.5,-26.0,193.7,1.65,1.16,28490,2015-10-08 14:09:19:659
-0.1724,-0.2107,9.73,-0.2042,-0.2805,9.8005,0.0126,0.0507,0.0444,-0.0298,-0.1172,0.066,9.75,-34.25,-26.25,195.23,1.73,1.17,28590,2015-10-08 14:09:19:759
-0.1915,-0.249,9.73,-0.2143,-0.2673,9.8007,0.0226,0.0393,-0.0131,-0.049,-0.1087,0.049,9.75,-34.5,-26.5,195.2,1.56,1.25,28690,2015-10-08 14:09:19:859
-0.1915,-0.249,9.7875,-0.2192,-0.2463,9.8011,0.0277,0.0356,-0.0711,0.1214,0.1342,-0.0341,8.75,-35.5,-26.0,193.34,1.46,1.2,28790,2015-10-08 14:09:19:959
-0.2107,-0.2298,9.8258,-0.2409,-0.2398,9.8008,0.0344,0.0154,-0.0901,-0.0085,0.0469,-0.0533,8.0,-34.75,-26.25,191.73,1.43,1.32,28890,2015-10-08 14:09:20:059
-0.2107,-0.2298,9.7492,-0.2482,-0.2475,9.8004,0.0375,0.0177,-0.0512,-0.0213,0.0362,0.032,9.25,-35.75,-25.75,192.83,1.44,1.43,28990,2015-10-08 14:09:20:159
-0.1724,-0.2107,9.8067,-0.2181,-0.2422,9.8012,0.0457,0.0315,0.0054,-0.0277,-0.0128,0.098,9.75,-35.25,-25.5,194.83,1.4,1.31,29090,2015-10-08 14:09:20:259
-0.1915,-0.2107,9.8258,-0.2228,-0.2412,9.8012,0.0696,0.0114,-0.0711,0.0426,0.0575,-0.0234,8.5,-34.75,-26.25,193.3,1.42,1.27,29190,2015-10-08 14:09:20:359
-0.1915,-0.2107,9.7492,-0.234,-0.2446,9.8008,0.0425,0.0339,-0.0516,-0.017,-0.0447,0.0746,9.0,-34.75,-25.75,193.25,1.42,1.34,29291,2015-10-08 14:09:20:460
-0.2107,-0.2107,9.73,-0.2698,-0.2414,9.8,0.0591,0.0307,-0.0699,0.0788,0.0682,-0.0362,7.75,-34.25,-25.75,193.13,1.45,1.5,29390,2015-10-08 14:09:20:559
-0.1915,-0.2107,9.73,-0.2637,-0.2386,9.8002,0.0722,0.0279,-0.0702,0.0128,-0.0554,-0.0597,8.25,-35.0,-26.25,191.59,1.39,1.52,29490,2015-10-08 14:09:20:659
-0.1915,-0.1915,9.7683,-0.2573,-0.225,9.8007,0.0658,0.0335,-0.0323,0.0511,0.0852,0.0937,8.25,-35.75,-26.0,191.31,1.33,1.5,29591,2015-10-08 14:09:20:760
-0.1915,-0.2298,9.73,-0.258,-0.239,9.8003,0.0664,0.0091,-0.0703,0.1044,0.0533,0.1087,8.75,-35.25,-26.0,192.77,1.36,1.55,29690,2015-10-08 14:09:20:859
-0.1915,-0.2298,9.8067,-0.2523,-0.2391,9.8005,0.0352,0.0253,-0.0707,0.0256,0.0554,-0.0043,8.0,-34.0,-26.0,193.13,1.31,1.61,29790,2015-10-08 14:09:20:959
-0.1915,-0.2107,9.73,-0.2725,-0.216,9.8005,0.0766,0.0125,-0.0704,0.1449,0.0639,0.0874,8.5,-34.0,-25.25,193.54,1.29,1.54,29890,2015-10-08 14:09:21:059
-0.1724,-0.2107,9.7875,-0.3074,-0.1774,9.8002,0.124,-0.0477,-0.0133,0.1001,-0.1257,-0.0107,7.75,-35.25,-25.5,191.5,1.04,1.8,29990,2015-10-08 14:09:21:159
-0.1915,-0.2107,9.7875,-0.2764,-0.1457,9.8017,0.0849,-0.065,-0.0142,-0.0107,0.0341,-0.1044,8.75,-36.25,-25.75,192.82,0.82,1.59,30090,2015-10-08 14:09:21:259
-0.1915,-0.2107,9.7875,-0.3061,-0.1256,9.8011,0.1145,-0.0851,-0.0136,-0.13,0.0383,0.0128,8.75,-35.25,-25.0,192.78,0.79,1.72,30191,2015-10-08 14:09:21:360
-0.1724,-0.2107,9.8067,-0.295,-0.162,9.8009,0.1344,-0.0408,-0.0135,0.0362,-0.017,0.017,8.75,-33.5,-25.0,193.86,0.95,1.72,30291,2015-10-08 14:09:21:460
-0.2107,-0.249,9.73,-0.2717,-0.1814,9.8012,0.0775,-0.0326,-0.033,0.1278,-0.017,-0.0277,8.75,-36.25,-24.5,193.13,1.02,1.67,30391,2015-10-08 14:09:21:560
-0.1915,-0.2107,9.7492,-0.2397,-0.171,9.8022,0.0481,-0.0397,-0.053,-0.0298,-0.0788,0.0064,9.0,-35.25,-24.75,193.28,0.91,1.47,30491,2015-10-08 14:09:21:660
-0.1915,-0.2107,9.73,-0.21,-0.1891,9.8026,0.0185,-0.0216,-0.0725,-0.0064,-0.0746,-0.0341,7.75,-35.5,-25.75,191.46,1.05,1.39,30590,2015-10-08 14:09:21:759
-0.1724,-0.249,9.7109,-0.1982,-0.1972,9.8027,0.0259,-0.0518,-0.0918,-0.0682,0.0085,0.032,8.75,-35.75,-26.75,193.04,1.13,1.19,30690,2015-10-08 14:09:21:859
-0.1724,-0.2107,9.7109,-0.2205,-0.1953,9.8022,0.0481,-0.0154,-0.0913,0.0916,0.0554,-0.0703,8.0,-35.75,-26.0,192.98,1.21,1.27,30790,2015-10-08 14:09:21:959
-0.1724,-0.2107,9.73,-0.2273,-0.1896,9.8022,0.0549,-0.0211,-0.0721,0.0874,0.0618,-0.0597,8.25,-34.25,-25.75,193.29,1.13,1.35,30890,2015-10-08 14:09:22:059
-0.1915,-0.2298,9.7683,-0.2017,-0.1683,9.8031,0.0101,-0.0615,-0.0348,-0.1513,-0.0064,0.1001,8.75,-34.75,-26.0,193.43,0.98,1.18,30990,2015-10-08 14:09:22:159
-0.1915,-0.2298,9.73,-0.207,-0.1575,9.8032,0.0155,-0.0724,-0.0732,0.0085,0.0639,-0.081,9.75,-35.25,-25.75,194.93,0.97,1.21,31090,2015-10-08 14:09:22:259
-0.1915,-0.2298,9.8067,-0.2405,-0.1531,9.8025,0.049,-0.0959,-0.0916,-0.032,0.0064,-0.1427,9.25,-34.75,-26.0,193.28,0.89,1.41,31190,2015-10-08 14:09:22:359
-0.1915,-0.249,9.7109,-0.2287,-0.1397,9.803,0.0371,-0.1093,-0.0921,0.0405,-0.0746,-0.0469,8.75,-34.75,-26.0,195.24,0.87,1.37,31290,2015-10-08 14:09:22:459
-0.1915,-0.2298,9.7109,-0.2497,-0.1793,9.8018,0.0615,-0.0578,-0.091,-0.0064,-0.0085,-0.0426,9.25,-34.25,-25.75,193.67,0.95,1.38,31390,2015-10-08 14:09:22:559
-0.1724,-0.2107,9.7875,-0.2619,-0.1689,9.8017,0.0835,-0.0499,-0.0145,-0.0405,0.0277,0.0895,8.0,-34.25,-25.75,191.97,0.99,1.53,31490,2015-10-08 14:09:22:659
-0.1915,-0.249,9.7109,-0.2588,-0.1746,9.8017,0.0595,-0.0341,-0.0143,0.0383,0.0192,0.0085,8.0,-34.25,-25.25,192.03,1.02,1.51,31590,2015-10-08 14:09:22:759
-0.1915,-0.2298,9.7492,-0.22,-0.1669,9.8028,0.0285,-0.0629,0.0039,-0.0277,0.0277,0.0447,8.5,-35.25,-25.25,193.4,0.98,1.29,31691,2015-10-08 14:09:22:860
-0.1915,-0.2107,9.7109,-0.1997,-0.1991,9.8026,0.0026,-0.0106,0.0231,0.0511,-0.0383,0.1108,7.5,-35.5,-26.0,191.87,1.16,1.17,31791,2015-10-08 14:09:22:960
-0.2107,-0.249,9.7492,-0.2033,-0.1875,9.8027,0.0321,-0.0185,-0.1109,-0.0085,0.0362,-0.1939,8.0,-36.5,-25.75,191.59,1.03,1.14,31891,2015-10-08 14:09:23:060
-0.1724,-0.249,9.73,-0.1876,-0.1979,9.8029,-0.0125,-0.0473,-0.0921,0.017,-0.0618,0.196,9.0,-35.75,-25.75,193.04,1.15,1.18,31991,2015-10-08 14:09:23:160
-0.1915,-0.2298,9.7492,-0.1897,-0.1826,9.8031,0.017,-0.0466,-0.0922,0.049,0.0767,-0.0447,9.25,-34.5,-25.5,193.53,1.15,1.05,32090,2015-10-08 14:09:23:259
-0.1915,-0.249,9.6917,-0.196,-0.1767,9.8031,-0.0147,-0.034,-0.0539,-0.0447,-0.0383,-0.0511,9.25,-34.25,-25.5,193.92,1.07,1.05,32190,2015-10-08 14:09:23:359
-0.1915,-0.2298,9.73,-0.2003,-0.2011,9.8025,0.0088,-0.0287,-0.0725,0.0746,-0.0192,0.0362,8.75,-35.0,-25.5,193.44,1.18,1.17,32291,2015-10-08 14:09:23:460
-0.1724,-0.249,9.73,-0.2075,-0.2102,9.8022,0.0082,-0.0225,0.0234,-0.0533,-0.0021,-0.0447,8.0,-34.75,-25.75,193.42,1.21,1.19,32390,2015-10-08 14:09:23:559
-0.1724,-0.2298,9.8067,-0.1624,-0.2151,9.8029,-0.0073,-0.0175,0.0037,0.017,0.0426,0.0831,8.25,-35.25,-24.75,192.05,1.26,0.95,32490,2015-10-08 14:09:23:659
-0.1915,-0.2107,9.8258,-0.1378,-0.2116,9.8034,-0.0538,9.0E-4,0.0224,0.0788,-0.1214,0.0341,8.75,-33.75,-25.0,195.1,1.26,0.94,32590,2015-10-08 14:09:23:759
-0.1915,-0.2107,9.7492,-0.1415,-0.2198,9.8032,-0.05,0.0091,-0.054,-0.0767,0.0277,-0.0533,8.25,-33.5,-24.5,192.46,1.23,0.84,32690,2015-10-08 14:09:23:859
-0.2107,-0.249,9.7109,-0.1353,-0.2012,9.8037,-0.0753,-0.0478,-0.0928,0.0746,-0.1023,0.0128,8.75,-31.75,-24.5,194.9,1.33,0.8,32791,2015-10-08 14:09:23:960
-0.1532,-0.2298,9.7109,-0.14,-0.1906,9.8038,-0.0133,-0.0392,-0.0929,-0.0149,0.0064,0.0533,8.75,-32.75,-24.75,194.47,1.11,0.82,32891,2015-10-08 14:09:24:060
-0.1724,-0.2298,9.7875,-0.1161,-0.2015,9.8039,-0.0754,-0.0283,-0.0739,0.0831,-0.0256,0.0746,9.0,-31.75,-24.25,195.02,1.18,0.68,32990,2015-10-08 14:09:24:159
-0.1915,-0.2298,9.8067,-0.1289,-0.1938,9.8039,-0.0627,-0.036,0.0028,0.0362,0.017,-0.0213,9.5,-31.75,-24.25,193.38,1.03,0.69,33090,2015-10-08 14:09:24:259
-0.1915,-0.2298,9.8067,-0.1352,-0.1921,9.8038,-0.0563,-0.0377,0.0028,0.0107,-0.0554,-0.0554,7.75,-32.75,-24.0,192.93,1.09,0.76,33190,2015-10-08 14:09:24:359
-0.2107,-0.2298,9.73,-0.1494,-0.1748,9.804,-0.0499,-0.0682,0.0027,-0.066,0.0447,0.0128,8.0,-31.0,-23.5,193.69,1.02,0.87,33291,2015-10-08 14:09:24:460
-0.1724,-0.2107,9.6917,-0.1204,-0.1957,9.804,-0.0431,-0.0178,-0.0547,0.0256,0.1001,-0.0383,8.5,-33.0,-24.0,194.59,1.12,0.74,33390,2015-10-08 14:09:24:559
-0.1532,-0.2298,9.7875,-0.1273,-0.1845,9.8041,-0.026,-0.0453,-0.0166,0.0724,0.0405,-0.0107,9.5,-32.5,-24.0,194.63,1.1,0.64,33490,2015-10-08 14:09:24:659
-0.1915,-0.2298,9.7875,-0.142,-0.2002,9.8036,-0.0495,-0.0297,-0.0161,-0.0256,0.0469,0.0874,8.0,-32.5,-23.75,193.25,1.17,0.83,33591,2015-10-08 14:09:24:760
-0.1915,-0.1915,9.7109,-0.1538,-0.2125,9.8031,-0.0377,0.0209,-0.0923,-0.0277,0.0213,-0.1214,7.25,-32.75,-23.75,191.18,1.24,0.9,33691,2015-10-08 14:09:24:860
-0.1915,-0.2107,9.73,-0.1533,-0.2105,9.8032,-0.0383,-2.0E-4,-0.0732,-0.0341,-0.0021,0.0234,7.5,-33.25,-23.5,192.85,1.23,0.9,33791,2015-10-08 14:09:24:960
-0.1915,-0.2298,9.8067,-0.176,-0.2301,9.8024,-0.0155,3.0E-4,0.0043,0.0724,0.0256,0.0639,8.25,-31.5,-23.5,193.09,1.35,1.02,33890,2015-10-08 14:09:25:059
-0.1915,-0.2298,9.7683,-0.1504,-0.2222,9.803,-0.0412,-0.0076,-0.0346,-0.0021,-0.0405,0.0149,8.5,-31.75,-24.0,193.11,1.35,0.99,33990,2015-10-08 14:09:25:159
-0.1915,-0.249,9.7109,-0.125,-0.2026,9.8038,-0.0665,-0.0464,-0.0929,-0.066,0.0277,0.0469,9.25,-32.25,-23.75,194.98,1.18,0.73,34091,2015-10-08 14:09:25:260
-0.1915,-0.2107,9.7109,-0.1151,-0.237,9.8031,-0.0764,0.0263,-0.0922,-0.0937,-0.0469,-0.1044,8.75,-33.0,-24.25,194.49,1.27,0.8,34190,2015-10-08 14:09:25:359
-0.1915,-0.2298,9.8067,-0.0882,-0.2303,9.8035,-0.1034,5.0E-4,0.0031,-0.1087,-0.1278,-0.0682,9.25,-32.75,-24.5,194.56,1.39,0.67,34290,2015-10-08 14:09:25:459
-0.1915,-0.2298,9.7875,-0.1058,-0.2469,9.803,-0.0858,0.017,-0.0155,-0.1044,0.0277,-0.0767,8.25,-31.75,-23.5,193.39,1.44,0.62,34391,2015-10-08 14:09:25:560
-0.1724,-0.2107,9.7492,-0.1103,-0.2376,9.8032,-0.0621,0.0269,-0.054,0.0895,0.0107,0.0298,8.0,-32.0,-23.75,193.33,1.47,0.65,34490,2015-10-08 14:09:25:659
-0.1915,-0.2298,9.6917,-0.095,-0.2143,9.8038,-0.0965,-0.0155,-0.1121,-0.0767,-0.017,0.0085,8.5,-34.0,-23.75,195.02,1.36,0.63,34590,2015-10-08 14:09:25:759
-0.1915,-0.2107,9.7109,-0.1313,-0.2129,9.8035,-0.0767,0.005,-0.0542,0.0213,0.115,-0.0575,8.75,-33.75,-23.75,193.87,1.25,0.56,34690,2015-10-08 14:09:25:859
-0.1915,-0.249,9.7683,-0.1136,-0.2253,9.8034,-0.0737,0.0083,-0.0735,0.0021,-0.0043,-0.0426,8.25,-33.25,-24.25,192.96,1.32,0.66,34790,2015-10-08 14:09:25:959
-0.1915,-0.2107,9.7109,-0.1365,-0.2434,9.8027,-0.06,0.0208,-0.0342,0.0405,0.0405,0.0511,8.25,-33.75,-24.25,192.55,1.36,0.73,34890,2015-10-08 14:09:26:059
-0.1724,-0.249,9.73,-0.1419,-0.2302,9.8029,-0.0305,0.0195,-0.0154,0.081,0.0213,-0.0788,8.75,-34.5,-24.25,192.51,1.43,0.78,34990,2015-10-08 14:09:26:159
-0.1724,-0.2298,9.7109,-0.1501,-0.2417,9.8025,-0.0227,0.0021,-0.0344,-0.0021,0.0554,0.032,8.5,-35.25,-24.25,193.63,1.36,0.89,35091,2015-10-08 14:09:26:260
-0.1915,-0.2298,9.73,-0.1301,-0.2537,9.8025,-0.0603,0.0173,-0.0726,0.0277,0.0192,0.0597,9.0,-34.75,-24.0,193.63,1.41,0.88,35190,2015-10-08 14:09:26:359
-0.1915,-0.2107,9.7492,-0.1524,-0.2567,9.8021,-0.0372,0.0494,-0.0528,-0.0107,0.0575,0.0447,9.0,-34.5,-24.25,194.0,1.49,0.89,35290,2015-10-08 14:09:26:459
-0.1915,-0.2298,9.8258,-0.1396,-0.2523,9.8024,-0.052,0.0225,0.0234,-0.0298,0.017,-0.0192,8.5,-33.5,-24.25,194.37,1.46,0.93,35390,2015-10-08 14:09:26:559
-0.1915,-0.2107,9.7875,-0.1644,-0.2289,9.8026,-0.0272,0.0182,-0.0151,0.0085,-0.032,0.0618,8.25,-34.75,-24.25,192.09,1.36,0.92,35490,2015-10-08 14:09:26:659
-0.1915,-0.2298,9.7109,-0.165,-0.2068,9.8031,-0.0265,-0.023,-0.0922,-0.0149,-0.0362,0.0405,8.5,-33.5,-23.75,193.99,1.3,0.99,35590,2015-10-08 14:09:26:759
-0.1915,-0.249,9.73,-0.1348,-0.1909,9.8039,-0.0568,-0.0389,-0.0164,-0.0021,-0.032,0.0192,9.75,-34.5,-23.25,195.65,1.21,0.85,35690,2015-10-08 14:09:26:859
-0.1915,-0.2298,9.7683,-0.1354,-0.1987,9.8037,-0.0753,-0.0694,-0.0737,-0.0277,0.0192,-0.0405,8.25,-34.25,-24.25,192.58,1.3,0.7,35790,2015-10-08 14:09:26:959
-0.1915,-0.249,9.7109,-0.1464,-0.2085,9.8033,-0.0403,-0.0423,-0.0924,-0.0703,-0.017,-0.0447,8.5,-33.5,-24.25,194.43,1.19,0.91,35890,2015-10-08 14:09:27:059
-0.1724,-0.2298,9.7109,-0.1442,-0.2271,9.803,-0.0203,-0.0078,-0.0921,-0.0597,0.081,-0.0341,8.25,-33.5,-23.75,192.84,1.28,0.85,35990,2015-10-08 14:09:27:159
-0.1915,-0.2298,9.7492,-0.1694,-0.2213,9.8027,-0.0189,-6.0E-4,-0.0533,-0.0192,0.0746,0.0405,8.75,-33.75,-23.75,193.95,1.4,0.98,36090,2015-10-08 14:09:27:259
-0.1915,-0.2298,9.73,-0.1848,-0.23,9.8022,-0.0222,3.0E-4,-0.0913,0.0021,0.0341,-0.0043,8.5,-35.0,-23.75,193.5,1.33,1.1,36190,2015-10-08 14:09:27:359
-0.1915,-0.2298,9.73,-0.1815,-0.2431,9.802,0.0078,0.0058,-0.0721,-0.0362,-0.017,0.0192,8.5,-34.5,-24.0,193.93,1.34,1.08,36291,2015-10-08 14:09:27:460
-0.1915,-0.2107,9.73,-0.1808,-0.2337,9.8022,-0.0108,0.023,-0.0722,-0.0128,0.0256,-0.1087,8.5,-34.75,-24.25,193.9,1.39,1.06,36390,2015-10-08 14:09:27:559
-0.1915,-0.2298,9.7109,-0.1916,-0.1961,9.8028,1.0E-4,-0.0338,-0.0919,0.0554,0.0064,0.1214,8.5,-34.75,-24.0,193.53,1.36,1.06,36491,2015-10-08 14:09:27:660
-0.1915,-0.2107,9.7492,-0.1691,-0.2148,9.8028,-0.0225,0.0042,-0.0536,-0.066,-0.0405,-0.049,9.75,-34.25,-24.0,193.9,1.15,1.12,36590,2015-10-08 14:09:27:759
-0.1915,-0.2107,9.73,-0.1709,-0.2173,9.8028,-0.0207,0.0066,-0.0727,-0.0107,0.0341,0.0085,8.0,-33.25,-24.5,192.76,1.27,0.97,36691,2015-10-08 14:09:27:860
-0.1915,-0.2298,9.73,-0.1616,-0.2405,9.8024,-0.03,0.0107,-0.0723,-0.0469,0.0895,0.0234,8.75,-33.75,-24.0,193.95,1.41,0.98,36790,2015-10-08 14:09:27:959
-0.1915,-0.2298,9.73,-0.2012,-0.2369,9.8017,0.0291,0.0137,-0.0907,-0.0575,0.0064,0.0533,8.5,-33.5,-24.0,194.34,1.42,0.98,36891,2015-10-08 14:09:28:060
-0.1915,-0.2298,9.7492,-0.1997,-0.2439,9.8016,-0.0092,0.0483,-0.0903,-0.0447,0.0107,-0.0554,8.75,-34.25,-23.75,193.77,1.36,1.27,36990,2015-10-08 14:09:28:159
