ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,state
1.4748,8.0637,4.5777,1.5338,8.5753,4.5035,0.016,-0.5564,0.2019,0.2493,0.0895,0.0937,-5,-30,17,159.43,-60.98,-18.81,1060,2015-10-08 15:48:17:361,0
1.6472,8.102,4.1372,1.5071,8.6411,4.3853,0.2702,-0.5529,-0.1428,0.1683,-0.1342,-0.0533,-7,-31,18,159.82,-61.27,-19.07,1160,2015-10-08 15:48:17:461,0
1.4174,8.2169,4.0223,1.4544,8.7693,4.1417,-0.0371,-0.5524,-0.1194,0.2855,-0.1491,-0.196,-6.25,-31,18,157.14,-62.81,-19.26,1260,2015-10-08 15:48:17:561,0
1.245,8.351,3.8882,1.334,8.9663,3.7411,0.1669,-0.642,0.5535,0.7222,-0.3324,-0.3643,-6.25,-30.5,18.75,155.72,-66.11,-19.62,1360,2015-10-08 15:48:17:661,0
1.3216,8.6383,2.739,1.1844,9.2101,3.1532,0.2953,-0.6958,-0.1856,0.6477,-0.1513,-0.3068,-4.75,-31,19.5,156.22,-69.91,-20.59,1460,2015-10-08 15:48:17:761,0
0.5363,8.983,1.992,0.8909,9.521,2.1744,-0.3545,-0.5379,-0.1825,0.8884,-0.3984,-0.2557,-2.25,-31.25,22,159.77,-74.23,-21.94,1560,2015-10-08 15:48:17:861,0
0.5363,9.232,0.2682,0.6993,9.6974,1.2816,-0.163,-0.4653,-1.0135,0.8416,-0.2621,-0.2216,-1,-32.5,25,156.6,-80.12,-25.81,1660,2015-10-08 15:48:17:961,0
0.7087,9.232,0.2682,0.706,9.7159,1.128,0.0027,-0.4839,-0.8598,-0.2152,0.049,0.0724,-0.25,-32,27,151.62,-82.48,-32.41,1760,2015-10-08 15:48:18:061,0
0.7278,9.0788,1.8387,0.826,9.6463,1.5612,-0.1319,-0.5384,0.2563,-0.5262,0.2493,0.0895,0,-31.5,29,156.23,-79.62,-27.88,1860,2015-10-08 15:48:18:161,0
0.9768,8.9639,2.3176,0.878,9.5973,1.814,0.0793,-0.6331,0.2911,0.017,0.0085,-0.017,0,-30.5,28,158.41,-78.14,-25.83,1960,2015-10-08 15:48:18:261,0
0.7087,9.1554,1.1109,0.8189,9.6224,1.7057,-0.1102,-0.467,-0.5948,-0.0064,-0.0937,-0.0511,-0.75,-31.5,27.25,156.85,-78.88,-25.65,2060,2015-10-08 15:48:18:361,0
0.7661,9.098,1.4557,0.86,9.5988,1.8148,-0.0938,-0.5008,-0.3592,-0.2727,0.0852,0.1214,-0.5,-31,26,159.22,-78.18,-25.35,2160,2015-10-08 15:48:18:461,0
0.8045,9.0405,1.9345,0.9273,9.541,2.0689,-0.1229,-0.5005,-0.1344,-0.2855,0.1598,0.0746,-0.25,-31,26.25,160.63,-76.63,-24.14,2262,2015-10-08 15:48:18:563,0
1.0151,8.849,2.5474,1.0733,9.4195,2.5084,-0.0582,-0.5705,0.039,-0.424,0.0895,0.1704,-1,-30.25,25.5,160.63,-76.63,-24.14,2361,2015-10-08 15:48:18:662,0
1.0726,8.7724,2.9113,1.1437,9.3241,2.8148,-0.0711,-0.5518,0.0966,-0.2514,0.1747,0.1044,-1.25,-31,24.25,160.64,-73.85,-23.17,2460,2015-10-08 15:48:18:761,0
1.2833,8.6766,2.5857,1.1956,9.2676,2.9755,0.0877,-0.591,-0.3897,-0.3068,-0.0511,0.0639,-1.75,-31,23.75,160.15,-71.69,-22.1,2560,2015-10-08 15:48:18:861,0
1.2833,8.6191,3.3902,1.2119,9.1955,3.185,0.0629,-0.5532,0.1129,-0.0724,-0.1193,-0.1129,-3.25,-32.75,23.5,159.89,-70.03,-21.15,2660,2015-10-08 15:48:18:961,0
1.1301,8.7149,2.6815,1.1741,9.1873,3.2227,-0.0767,-0.471,-0.4896,0.0256,-0.081,0.0277,-3,-32.25,21.75,160.27,-69.67,-20.83,2760,2015-10-08 15:48:19:061,0
1.2067,8.6574,2.8347,1.1787,9.1857,3.2256,0.0289,-0.4919,-0.3282,-0.0256,0.3345,0.2152,-3,-31.25,21.5,160.43,-69.5,-20.14,2860,2015-10-08 15:48:19:161,0
1.3216,8.6,3.9456,1.1923,9.1387,3.3515,0.1293,-0.5388,0.5942,0.2237,-0.1832,-0.2067,-2.25,-32.25,21.75,162.67,-68.93,-20.02,2960,2015-10-08 15:48:19:261,0
1.3599,9.3278,1.2258,1.0749,9.2285,3.1385,0.4282,-0.3371,-2.0807,-0.7691,-0.0618,-0.4666,-3.25,-30.5,21,159.93,-70.37,-20.3,3060,2015-10-08 15:48:19:361,0
0.6704,8.3893,3.9648,0.9053,8.883,4.055,-0.2362,-0.4701,-0.1471,-1.061,0.4474,0.1939,-2,-31.5,21.25,166.66,-67.38,-14.43,3160,2015-10-08 15:48:19:461,0
0.6704,7.8338,5.1523,0.7576,8.3281,5.1224,-0.1064,-0.6092,0.2406,-1.1633,0.9886,0.294,-0.25,-31.5,19,170.14,-64.93,-12.59,3260,2015-10-08 15:48:19:561,0
0.5746,7.4124,5.6503,0.604,7.767,5.9565,-0.1251,-0.2396,-0.4977,-0.8309,0.8032,0.4261,1.25,-30.5,16.5,177.02,-58.13,-8.41,3360,2015-10-08 15:48:19:661,0
0.498,6.7995,6.5122,0.4978,7.2,6.6395,0.0199,-0.2888,-0.072,-0.8224,0.4815,0.0405,-0.75,-28.75,13.25,175.89,-48.96,-4.72,3460,2015-10-08 15:48:19:761,0
0.0958,6.11,7.106,0.2878,6.7028,7.1526,-0.192,-0.5928,-0.0466,-0.6264,0.1768,-0.081,-2.25,-29.25,10.25,176.5,-45.84,-3.63,3560,2015-10-08 15:48:19:861,0
0.3448,6.0334,7.4699,0.2525,6.5073,7.3322,0.0923,-0.474,0.1377,0.2067,-0.017,0.115,-1.25,-26.25,12.25,176.96,-43.12,-2.3,3660,2015-10-08 15:48:19:961,0
0.3448,6.4548,6.7421,0.3628,6.8538,7.0046,0.0011,-0.2266,-0.3775,0.5902,-0.2471,0.049,-0.75,-25,12.25,176.69,-43.01,-2.53,3760,2015-10-08 15:48:20:061,0
0.4214,6.6463,6.8187,0.4989,7.152,6.691,0.0377,-0.5551,0.4872,0.7499,-0.441,-0.032,0,-24.5,13.25,178.5,-45.18,-3.18,3860,2015-10-08 15:48:20:161,0
0.5171,7.1635,6.1292,0.7564,7.7006,6.0248,-0.1148,-0.526,-3.0000E-04,1.453,-0.6136,-0.0618,-0.25,-25.75,14.75,176.15,-51.74,-7.16,3960,2015-10-08 15:48:20:261,0
1.1109,8.2744,3.5243,0.9951,8.3642,5.0221,-0.0485,-0.0881,-1.3383,0.4645,-0.1342,0.1449,-1,-28.75,18.25,171.52,-58.53,-11.21,4060,2015-10-08 15:48:20:361,0
0.9002,8.0637,4.616,1.0867,8.4896,4.7872,0.0625,-0.2535,-0.5159,-0.1577,0.066,0.0298,-1.5,-28.5,21.25,169.89,-59.96,-12.79,4160,2015-10-08 15:48:20:461,0
0.9768,7.9296,4.9799,1.0833,8.4793,4.8062,-0.1256,-0.5113,-0.1327,0.3558,-0.4645,-0.0064,-2.25,-28.25,21.5,168.11,-59.84,-12.7,4260,2015-10-08 15:48:20:561,0
1.0726,8.2361,4.0223,1.2682,8.8787,3.9662,-0.1719,-0.5526,-0.1469,1.1249,-0.2578,-0.1683,-2.25,-27,22.25,165.25,-63.11,-16.17,4360,2015-10-08 15:48:20:661,0
1.3024,8.6574,2.8156,1.2654,9.1126,3.3956,0.0285,-0.3845,-0.7609,0.9161,-0.2109,-0.1896,-2.25,-27.75,23.25,165.25,-63.11,-16.17,4460,2015-10-08 15:48:20:761,0
1.3024,8.6574,2.8156,1.2654,9.1126,3.3956,0.0285,-0.3845,-0.7609,0.9161,-0.2109,-0.1896,-2.25,-27.75,23.25,165.25,-63.11,-16.17,4560,2015-10-08 15:48:20:861,0
1.3024,8.6574,2.8156,1.2654,9.1126,3.3956,0.0285,-0.3845,-0.7609,0.9161,-0.2109,-0.1896,-2.25,-27.75,23.25,165.25,-63.11,-16.17,4660,2015-10-08 15:48:20:961,0
1.3216,8.7532,3.6775,1.3489,9.2151,3.0712,-0.1422,-0.2895,0.4722,-0.2791,0.066,-0.0298,1.25,-32.5,27.5,163.72,-70,-23.71,4760,2015-10-08 15:48:21:061,0
1.2641,8.6957,3.0646,1.3055,9.2473,2.9922,-0.0414,-0.5516,0.0724,0.3665,-0.1598,-0.1257,2.5,-32.5,27.25,167.49,-69.63,-23.19,4860,2015-10-08 15:48:21:161,0
0.996,8.9639,1.8579,1.1791,9.382,2.5995,-0.1831,-0.4181,-0.7416,0.3707,-0.0554,-0.2876,7.25,-33.25,26,172.9,-73.08,-24.4,4960,2015-10-08 15:48:21:261,0
0.8811,9.0214,1.7238,1.094,9.4249,2.479,-0.2129,-0.4035,-0.7552,-0.2663,-0.0107,0.032,7.75,-32.75,26.75,174.19,-74.06,-23.96,5060,2015-10-08 15:48:21:361,0
1.0918,8.8298,2.7007,1.0862,9.3742,2.6674,0.0056,-0.5444,0.0332,0.0043,-0.0533,-0.066,9.5,-32.5,27.5,177.51,-73.18,-22.82,5161,2015-10-08 15:48:21:462,0
0.9194,8.9447,2.2218,1.0703,9.3813,2.6488,-0.1509,-0.4366,-0.427,0.0405,0.0575,-0.0192,9,-32.75,26.25,176.58,-72.89,-22.18,5260,2015-10-08 15:48:21:561,0
0.996,8.9064,2.5283,1.0705,9.3739,2.6747,-0.0745,-0.4675,-0.1464,0.0831,-0.0831,-0.0107,7.5,-32.75,25,176.96,-72.87,-21.77,5360,2015-10-08 15:48:21:661,0
1.0151,8.8681,2.375,1.0758,9.3771,2.6613,-0.0597,-0.5055,-0.2031,0.0234,0.0703,-0.0874,7,-33.25,26.25,175.07,-73.01,-21.55,5460,2015-10-08 15:48:21:761,0
1.0151,8.8681,2.4708,1.1103,9.3595,2.7088,-0.0846,-0.4945,-0.1933,-0.0298,0.0213,-0.0533,7.5,-33.75,26.25,176.03,-72.72,-22.37,5560,2015-10-08 15:48:21:861,0
1.0918,8.849,2.6432,1.108,9.3627,2.6986,-0.0163,-0.5137,-0.0554,0.1044,-0.0703,-0.0149,7.25,-34.5,25.5,174.98,-72.63,-21.75,5660,2015-10-08 15:48:21:961,0
0.9385,8.9447,2.2027,1.0878,9.3822,2.6383,-0.1492,-0.4375,-0.4357,-0.0447,-0.0554,0.0874,6.5,-33.75,25.25,173.51,-72.69,-22.32,5760,2015-10-08 15:48:22:061,0
0.9577,8.9256,2.49,1.1267,9.3767,2.6416,-0.169,-0.4511,-0.1516,0.0618,0.1065,0.1108,6.25,-32.75,26.25,172.72,-73.06,-22.67,5860,2015-10-08 15:48:22:161,0
1.0918,8.8873,2.375,1.1885,9.3854,2.583,-0.0967,-0.4981,-0.2079,0.0277,0.0064,-0.1364,4.25,-33,27,167.85,-73.02,-24.34,5960,2015-10-08 15:48:22:261,0
1.1301,8.8873,2.0877,1.2148,9.3871,2.5646,-0.1039,-0.4998,-0.496,-0.115,0.0341,0.0021,2.5,-33,27.5,165.27,-73.23,-25.2,6060,2015-10-08 15:48:22:361,0
1.0726,8.8681,2.624,1.2123,9.3318,2.76,-0.131,-0.4718,-0.1109,-0.0703,0.0895,0.0874,0.5,-30.5,27.75,162.67,-72.48,-24.15,6160,2015-10-08 15:48:22:461,0
1.3791,8.6766,3.2753,1.2941,9.2765,2.9057,0.0586,-0.5908,0.2158,-0.0618,0.0128,0.0107,-0.25,-28.25,27.5,161.29,-71.32,-23.72,6260,2015-10-08 15:48:22:561,0
1.2067,8.7532,2.739,1.2617,9.2874,2.8849,-0.0359,-0.5534,-0.0693,-0.0959,-0.0192,-0.0043,0,-29.5,27.5,161.45,-71.06,-23.99,6373,2015-10-08 15:48:22:674,0
1.245,8.7532,2.624,1.2727,9.2799,2.9042,-0.0277,-0.5267,-0.2802,0.0511,-0.0192,0.032,0.25,-28.75,27,161.74,-71.14,-23.62,6460,2015-10-08 15:48:22:761,0
1.2067,8.7532,2.8539,1.2874,9.2808,2.8949,-0.0808,-0.5276,-0.041,-0.1406,-0.0043,0.0426,-0.5,-28.5,26.75,161.17,-71.13,-24.13,6560,2015-10-08 15:48:22:861,0
1.1684,8.734,2.7007,1.3185,9.2723,2.9081,-0.2267,-0.4425,-0.2074,-0.0128,-0.049,-0.0362,0,-29.5,26,161.32,-71.1,-24.41,6661,2015-10-08 15:48:22:962,0
1.2641,8.6957,3.1029,1.3349,9.2499,2.9712,-0.0708,-0.5542,0.1317,-0.0128,0.0447,-0.0426,1,-29.25,26.5,162.68,-70.73,-24.61,6760,2015-10-08 15:48:23:061,0
1.2258,8.7724,2.7773,1.3522,9.2521,2.9564,-0.1263,-0.4798,-0.1791,0.0128,-0.049,-0.0064,0,-30,25.75,161.64,-70.67,-24.33,6859,2015-10-08 15:48:23:160,0
1.1875,8.734,2.8347,1.3334,9.253,2.9621,-0.1459,-0.519,-0.1274,-0.0724,-0.1129,0.0107,-1,-28.75,26,159.86,-70.66,-24.23,6959,2015-10-08 15:48:23:260,0
1.2258,8.7149,2.8347,1.3342,9.2508,2.9686,-0.1084,-0.5359,-0.1339,-0.0511,0.0682,0.049,-0.75,-29.5,26.5,159.82,-70.62,-24.1,7060,2015-10-08 15:48:23:361,0
1.245,8.7532,2.739,1.3117,9.2541,2.9685,-0.0667,-0.5009,-0.2295,-0.0149,0.0575,-0.0426,-0.5,-29.75,26.75,161.65,-70.64,-24.08,7160,2015-10-08 15:48:23:461,0
1.2641,8.7149,2.8539,1.3194,9.2528,2.969,-0.0936,-0.5188,-0.1534,-0.0043,0.0192,-0.0511,-0.5,-31.75,27,161.81,-70.62,-24.32,7260,2015-10-08 15:48:23:561,0
1.2067,8.734,2.9305,1.2939,9.2623,2.9506,-0.0872,-0.5091,-0.0967,0.0511,0.032,0.0682,0,-30.75,26,162.23,-70.75,-23.76,7360,2015-10-08 15:48:23:661,0
1.2641,8.7149,2.9305,1.295,9.2646,2.943,-0.0309,-0.5497,-0.0125,0.0469,0.0021,-0.066,0,-31.75,26.25,162.21,-70.8,-23.77,7460,2015-10-08 15:48:23:761,0
1.2258,8.7532,2.7581,1.27,9.265,2.9526,-0.0442,-0.5118,-0.1945,0.0703,0.0405,-0.0724,-0.25,-30.5,26.25,162.14,-70.75,-23.65,7560,2015-10-08 15:48:23:861,0
1.1875,8.734,2.873,1.3036,9.256,2.9659,-0.1161,-0.522,-0.0929,0.0021,-0.0597,-0.0085,0.25,-31,25.75,162.38,-70.83,-23.54,7660,2015-10-08 15:48:23:961,0
1.2258,8.734,2.8539,1.2772,9.2634,2.9543,-0.0513,-0.5294,-0.1004,0.1108,0.0575,0.032,1.25,-30.25,25.75,164.1,-70.68,-23.27,7760,2015-10-08 15:48:24:061,0
1.2067,8.7532,2.7198,1.2232,9.2819,2.9191,-0.0165,-0.5287,-0.1993,-0.1129,-0.0554,-0.0128,1,-29.25,26.5,164.06,-71.17,-22.73,7860,2015-10-08 15:48:24:161,0
1.2833,8.6957,2.5283,1.2567,9.2892,2.8814,0.0266,-0.5934,-0.3531,-0.0703,0.081,0.0447,0.5,-30,27,163.54,-71.3,-23.56,7960,2015-10-08 15:48:24:261,0
1.3024,8.7532,2.8156,1.2816,9.2636,2.9518,0.0209,-0.5104,-0.1362,-0.147,0.1001,0.049,0,-31,26.75,162.24,-70.84,-23.47,8060,2015-10-08 15:48:24:361,0
1.3408,8.7149,2.7964,1.2958,9.2536,2.9769,0.0258,-0.5196,-0.238,-0.0298,-0.0149,0.115,1,-32.75,27,164.16,-70.61,-23.48,8160,2015-10-08 15:48:24:461,0
1.245,8.7149,2.8922,1.2966,9.249,2.9909,-0.0899,-0.4766,-0.137,-0.0618,-0.0554,-0.0234,0.75,-31,27.25,163.91,-70.58,-23.44,8260,2015-10-08 15:48:24:561,0
1.245,8.7532,2.9305,1.3382,9.2283,3.0363,-0.1223,-0.4899,0.0494,-0.0767,0.1236,0.1534,0.75,-31,27,163.6,-70.45,-23.68,8360,2015-10-08 15:48:24:661,0
1.3982,8.6383,3.0263,1.3633,9.2047,3.096,0.068,-0.5641,-0.0359,0.0469,0.1534,0.0043,0.75,-31,26.75,163.66,-69.98,-23.9,8460,2015-10-08 15:48:24:761,0
1.3408,8.7149,2.7964,1.3811,9.1954,3.1157,-0.0525,-0.4768,-0.2289,-0.1427,-0.049,0.0341,0.25,-32.5,26.75,165.48,-69.62,-23.83,8560,2015-10-08 15:48:24:861,0
1.3024,8.6957,3.0837,1.391,9.1866,3.1371,-0.0886,-0.4909,-0.0533,0.1236,-0.0724,-0.2003,0.25,-32,26,162.39,-69.63,-23.78,8660,2015-10-08 15:48:24:961,0
1.2641,8.6957,3.0071,1.3725,9.1772,3.1727,-0.1084,-0.4814,-0.1656,-0.0874,0.0426,-0.0469,0.25,-31,27,162.56,-69.36,-23.39,8760,2015-10-08 15:48:25:061,0
1.3791,8.6574,3.1029,1.3499,9.1772,3.1823,0.0292,-0.5198,-0.0794,-0.0916,0.0107,0.0043,0.25,-32.75,26.5,162.82,-69.31,-23.5,8860,2015-10-08 15:48:25:161,0
1.3408,8.6766,3.0071,1.3687,9.1689,3.1982,-0.0489,-0.4697,-0.162,-0.0021,0.0192,-0.0724,-0.25,-33.25,26,163.58,-69.28,-22.74,8960,2015-10-08 15:48:25:261,0
1.3024,8.6957,2.8347,1.3595,9.1811,3.1669,-0.0302,-0.5032,-0.3586,0.1065,0.13,-0.0043,-0.25,-33.5,26.25,163.26,-69.29,-23.18,9060,2015-10-08 15:48:25:361,0
1.2833,8.6957,3.0071,1.3294,9.1802,3.1823,-0.0351,-0.4896,-0.2335,0.1917,-0.1129,0.032,0.75,-32.75,26,165.14,-69.36,-22.75,9160,2015-10-08 15:48:25:461,0
1.2641,8.7149,2.988,1.345,9.1824,3.1693,-0.0283,-0.488,-0.2139,-0.0341,0.0746,-0.0192,0.5,-32.25,26.5,164.73,-69.49,-23.1,9259,2015-10-08 15:48:25:560,0
1.3216,8.6766,2.9113,1.3871,9.185,3.1437,-0.0768,-0.5069,-0.2018,0.0234,0.0511,-0.0383,0.5,-31.5,26.5,164.09,-69.53,-23.41,9360,2015-10-08 15:48:25:661,0
1.3408,8.6957,3.0071,1.4113,9.1786,3.1514,-0.136,-0.4643,-0.2731,0.0639,0.0746,-0.0746,0,-31.75,26.5,162.1,-69.52,-23.97,9460,2015-10-08 15:48:25:761,0
1.3024,8.6957,2.8539,1.4231,9.1776,3.1492,-0.1398,-0.4818,-0.2953,0.0746,-0.0128,-0.0298,0,-32.75,26.5,162.18,-69.38,-24.12,9560,2015-10-08 15:48:25:861,0
1.3024,8.6957,2.873,1.419,9.1856,3.1275,-0.0782,-0.4899,-0.1779,0.0469,-0.1172,-0.0575,0.5,-31.75,27,163.52,-69.5,-24.4,9660,2015-10-08 15:48:25:961,0
1.3216,8.6957,2.8922,1.4419,9.1852,3.1182,-0.1203,-0.4895,-0.226,0.0192,0.0277,0.0533,0.25,-30.5,26.5,161.48,-69.53,-24.56,9760,2015-10-08 15:48:26:061,0
1.3408,8.6574,2.9113,1.4641,9.1798,3.1238,-0.1233,-0.5224,-0.2124,0.0511,0.0469,0.0128,0,-32.25,26.5,161.38,-69.51,-25.17,9860,2015-10-08 15:48:26:161,0
1.3216,8.6957,2.873,1.435,9.1802,3.1361,-0.1517,-0.4845,-0.2631,0.1172,-0.0937,-0.0383,0.25,-32,26.5,161.88,-69.36,-24.54,9960,2015-10-08 15:48:26:261,0
1.3216,8.6766,2.988,1.4695,9.1627,3.1712,-0.1479,-0.4861,-0.1832,-0.0852,0.0341,0.1811,0,-33.5,26.25,162.27,-69.25,-24.56,10149,2015-10-08 15:48:26:450,0
1.3216,8.6766,2.988,1.4695,9.1627,3.1712,-0.1479,-0.4861,-0.1832,-0.0852,0.0341,0.1811,0,-33.5,26.25,162.27,-69.25,-24.56,10159,2015-10-08 15:48:26:460,0
1.3599,8.6574,2.988,1.4939,9.1565,3.1777,-0.134,-0.499,-0.1897,-0.0618,-0.0149,-0.0234,0.5,-32,26,163.29,-69.02,-25.18,10260,2015-10-08 15:48:26:561,0
1.3408,8.6766,3.0263,1.5173,9.1391,3.2164,-0.1091,-0.52,-0.09,0.0128,-0.1427,-0.0724,-0.75,-32.25,26.25,159.97,-68.72,-25.43,10360,2015-10-08 15:48:26:661,0
1.3024,8.6766,3.0454,1.4776,9.1479,3.21,-0.1903,-0.4852,-0.1151,-0.0298,-0.0149,0.1001,0.25,-32,26.5,161.83,-68.88,-24.72,10460,2015-10-08 15:48:26:761,0
1.4174,8.6191,3.0837,1.4963,9.1455,3.2079,-0.0789,-0.5264,-0.1242,0.0128,-0.0213,-0.1023,0,-31.75,26,161.85,-68.84,-25.01,10559,2015-10-08 15:48:26:860,0
1.3216,8.6766,3.0263,1.4519,9.1341,3.2606,-0.1418,-0.478,-0.1678,0.0405,0.0511,0.0362,-2.25,-32,26,160.65,-68.64,-24.51,10660,2015-10-08 15:48:26:961,0
1.3791,8.6191,3.0263,1.4286,9.1394,3.256,-0.0496,-0.5202,-0.2297,-0.0362,0.0469,0.0341,-0.75,-33.5,26,161.41,-68.74,-23.69,10760,2015-10-08 15:48:27:061,0
1.3599,8.6383,3.0646,1.4493,9.1225,3.2939,-0.0894,-0.4842,-0.2293,0.0085,0.0682,0.0511,-0.75,-32.25,26.25,160.96,-68.56,-24.09,10860,2015-10-08 15:48:27:161,0
1.3408,8.6574,3.0646,1.4308,9.1247,3.2958,-0.0941,-0.448,-0.2874,-0.0064,-0.0575,0.0234,-0.25,-32.25,26.5,162.89,-68.57,-23.36,10960,2015-10-08 15:48:27:261,0
1.3982,8.5808,3.1795,1.4072,9.1266,3.3008,-0.0363,-0.5088,-0.1524,0.0746,-0.0405,0.0682,0.25,-32.25,26.5,163.09,-68.54,-23.09,11060,2015-10-08 15:48:27:361,0
1.3599,8.6383,3.0837,1.4063,9.1369,3.2725,-0.0464,-0.4986,-0.1888,0.0341,0.0383,-0.0383,0.75,-32.5,26.5,164.46,-68.61,-23.31,11160,2015-10-08 15:48:27:461,0
1.3408,8.6383,3.0454,1.3623,9.152,3.2488,-0.0216,-0.5138,-0.2034,-0.0426,-0.1704,-0.0511,0,-32.25,27,163.24,-68.75,-22.84,11260,2015-10-08 15:48:27:561,0
1.3791,8.6383,3.0263,1.3599,9.1631,3.2186,0.0191,-0.5248,-0.1923,-0.0064,0.0447,-0.0788,-1,-31.75,26.75,163.27,-68.95,-22.75,11360,2015-10-08 15:48:27:661,0
1.3599,8.6383,3.0071,1.3492,9.1688,3.2067,0.0107,-0.5305,-0.1996,-0.0213,-0.0149,0.0021,0,-32.75,26.75,163.39,-69.24,-22.73,11460,2015-10-08 15:48:27:761,0
1.3982,8.6383,3.1029,1.3374,9.1746,3.195,0.0608,-0.5363,-0.0922,-0.1321,-0.1087,-0.0341,0.25,-31.75,25.75,163.41,-69.22,-22.77,11560,2015-10-08 15:48:27:861,0
1.3408,8.6574,3.0263,1.3243,9.1764,3.1955,0.0133,-0.5198,-0.1655,0.0831,0.0064,-0.0874,0.25,-33.25,25.75,163.57,-69.28,-22.75,11660,2015-10-08 15:48:27:961,0
1.3599,8.6574,3.0837,1.3284,9.1831,3.1743,0.0315,-0.5257,-0.0906,-0.0128,0.0575,-0.0064,1.25,-33.5,25.75,165.19,-69.36,-22.69,11760,2015-10-08 15:48:28:061,0
1.3599,8.6574,3.0454,1.3253,9.1863,3.1665,0.0346,-0.5288,-0.121,0.0149,0.0043,-0.0746,0.25,-33,26.25,163.65,-69.43,-22.6,11860,2015-10-08 15:48:28:161,0
1.3216,8.6574,3.0071,1.3679,9.1866,3.1474,-0.0463,-0.5291,-0.1403,-0.0724,-0.0618,0.017,0.25,-34.25,26.25,163.23,-69.45,-23.42,11960,2015-10-08 15:48:28:261,0
1.3599,8.6574,3.122,1.4024,9.1692,3.1827,-0.0425,-0.5118,-0.0606,0.0256,-0.0107,-0.0107,0.75,-33.75,26,164.66,-69.24,-23.66,12060,2015-10-08 15:48:28:361,0
1.3408,8.6574,3.1412,1.3823,9.1626,3.2104,-0.0821,-0.506,-0.1725,-0.1023,0.1747,-0.0511,0.75,-34.5,27,164.28,-69.19,-23.86,12160,2015-10-08 15:48:28:461,0
1.3408,8.6766,3.0071,1.3634,9.1644,3.2132,-0.0143,-0.5086,-0.1669,-0.0064,0.0383,0.0874,1,-35.5,26.5,164.86,-69.2,-23.24,12260,2015-10-08 15:48:28:561,0
