ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,state
2.5857,8.9639,-1.3216,1.9563,9.5835,-0.7075,0.6294,-0.6196,-0.6141,-0.2344,-0.0256,-0.0362,-7.25,-38.5,25.75,72.04,-77.9,-109.96,5426,2015-10-08 14:00:56:205,1
2.6815,8.9447,-0.8619,2.0493,9.571,-0.605,0.4407,-0.7795,-0.3335,-0.098,-0.0383,-0.0149,-7.25,-38.75,25.25,70.44,-77.75,-109.88,5525,2015-10-08 14:00:56:304,1
3.0071,8.734,-0.7278,2.24,9.5288,-0.5958,1.0411,-0.7916,-0.4581,-0.2024,0.0213,-0.0469,-8,-39.75,24.25,77.28,-77.42,-106.45,5626,2015-10-08 14:00:56:405,1
1.9154,7.0294,0.4022,2.3437,9.517,-0.3237,-0.31,-2.6597,1.0436,0.6711,-0.1406,0.1364,-8.75,-38,24,80.23,-76.15,-103.59,5726,2015-10-08 14:00:56:505,1
3.5817,8.8107,-0.3639,2.6273,9.4316,-0.5593,0.9586,-0.5843,0.4485,-0.1854,0.081,0.1662,-8.75,-39,23.75,83.16,-74.1,-102.02,5826,2015-10-08 14:00:56:605,1
3.7541,9.2895,0.1149,2.6433,9.4411,-0.2204,2.5037,-0.623,1.2805,-0.7286,0.6093,-0.4069,-9.25,-38.25,24,85.59,-73.49,-100.03,5926,2015-10-08 14:00:56:705,1
4.4053,8.3127,1.9345,1.9875,9.5963,0.3618,1.4593,-1.3527,1.7622,-0.2088,0.2791,-0.7201,-9.5,-39,21.75,95.44,-77.34,-83.71,6026,2015-10-08 14:00:56:805,1
2.2601,8.734,0.4022,1.2747,9.7137,0.4345,0.9854,-0.9797,-0.0323,-0.6498,0.5049,-0.8565,-8,-39.75,21,94.8,-81.1,-80.41,6126,2015-10-08 14:00:56:905,1
-1.6089,9.4619,0.4022,0.2228,9.7785,0.7077,-1.2954,-0.6423,-0.1714,0.1662,-0.13,-0.6562,-4.75,-40,19.5,139,-84.99,-33.25,6226,2015-10-08 14:00:57:005,1
-4.4436,8.9639,0.7087,-0.5284,9.7619,0.7727,-4.2408,-0.9129,-0.6195,0.7478,-0.4261,-0.4155,-0.5,-41,18.75,194.24,-84.46,17.11,6326,2015-10-08 14:00:57:105,1
-4.8076,9.9407,0.0192,-1.0502,9.7371,0.5065,-3.7574,0.2036,-0.4874,0.3515,-0.4261,0.1108,2,-42.5,19,233.96,-83.28,59.82,6426,2015-10-08 14:00:57:205,1
-2.1452,10.1323,0.8619,-1.0397,9.7378,0.5142,-1.0761,0.5088,0.1885,-0.277,-0.2024,0.196,3.75,-39.5,19.75,240.86,-83.17,64.25,6526,2015-10-08 14:00:57:305,1
-1.2641,9.3853,0.3448,-0.9733,9.7417,0.5673,-0.0035,-0.4139,0.1031,-0.1598,-0.0362,0.1023,2.75,-40.25,19.5,240.57,-83.21,63.68,6626,2015-10-08 14:00:57:405,1
-0.9194,9.347,1.0151,-0.9426,9.7445,0.5707,0.0279,-0.3967,0.4372,-0.0724,0.0703,0.0831,2,-41.5,19.75,234.75,-83.56,59.69,6726,2015-10-08 14:00:57:505,1
-0.7278,9.2703,1.0534,-0.9274,9.739,0.6801,0.1024,-0.4881,0.1084,0.049,0.115,0.098,2.25,-41.75,19.25,230.26,-83.31,55.45,6825,2015-10-08 14:00:57:604,1
-0.2298,9.232,0.4214,-0.9117,9.7435,0.6347,0.701,-0.6264,-0.2899,-0.0575,0.2173,-0.0085,2.75,-40.25,19.25,229.41,-83.27,54.27,6926,2015-10-08 14:00:57:705,1
0.498,8.7724,-0.1149,-0.7869,9.7614,0.5168,1.2485,-0.9652,-0.6952,-0.0341,-0.1044,-0.0256,2.5,-40,19,234.79,-84.04,55.87,7025,2015-10-08 14:00:57:804,1
1.3599,8.8681,0.7087,-0.5541,9.7756,0.5481,1.9771,-0.9035,0.1566,0.0554,-0.0085,0.1704,2.75,-41.5,19,232,-84.72,54.86,7128,2015-10-08 14:00:57:907,1
-0.0383,8.0254,0.9002,-0.1976,9.7865,0.5962,0.1593,-1.7612,0.304,-0.196,-0.3899,0.3068,1.25,-41.25,18.5,222.73,-85.71,42.9,7225,2015-10-08 14:00:58:004,1
0.498,8.8298,1.3408,0.3131,9.7636,0.8629,0.1849,-0.9338,0.4778,-0.0256,-0.588,0.5944,1,-41.5,18.5,175.24,-85.12,-8.62,7325,2015-10-08 14:00:58:104,1
0.6704,9.9216,0.6704,0.9002,9.7225,0.9126,-0.2298,0.1991,-0.2422,-0.1427,-0.5497,0.6754,0.75,-41.5,18.5,158.27,-84.08,-29.36,7425,2015-10-08 14:00:58:204,1
-0.1532,10.7069,1.0918,1.4111,9.6586,0.9439,-1.5644,1.0483,0.1479,-0.1342,-0.4772,0.6882,-0.25,-41,17.25,140.61,-80.89,-53.13,7525,2015-10-08 14:00:58:304,1
-1.743,11.2432,1.5131,1.6851,9.6145,0.9447,-3.4281,1.6287,0.5684,0.0788,0.1236,0.3025,-2.25,-40.25,17.25,132.63,-78.68,-60.05,7626,2015-10-08 14:00:58:405,1
-1.6089,11.473,2.7581,1.27,9.6632,1.0866,-2.8789,1.8099,1.6715,0.1065,0.8884,-0.3878,-5.5,-39.25,17.25,127.02,-79.62,-54.8,7726,2015-10-08 14:00:58:505,1
-0.4405,10.3046,1.494,0.4057,9.7604,0.861,-0.8462,0.5443,0.633,0.5859,1.3103,-1.2016,-5.5,-39.5,17.25,132.09,-81.09,-42.61,7826,2015-10-08 14:00:58:605,1
-2.1835,8.734,-0.0575,-1.2291,9.7217,0.3846,-0.9544,-0.9877,-0.442,0.392,1.4701,-0.9609,-5.75,-38.75,17.25,174.83,-85.93,13.49,7925,2015-10-08 14:00:58:704,1
-2.1644,9.6151,0.5555,-1.8516,9.6275,0.2292,-0.3128,-0.0124,0.3263,0.3473,0.62,-0.539,-3,-39,18.5,233.57,-80.09,78.59,8025,2015-10-08 14:00:58:804,1
-0.4214,8.9447,0.2107,-1.9443,9.6118,-0.0546,1.5229,-0.6671,0.2653,-0.2599,-0.0107,0.2216,-1.25,-40.25,18.5,243.8,-78.13,89.58,8126,2015-10-08 14:00:58:905,1
2.1835,7.5274,-2.375,-1.4807,9.6702,-0.6821,3.6642,-2.1428,-1.6929,1.4061,-1.191,0.6647,0,-41.25,19.75,243.42,-79.45,89.37,8226,2015-10-08 14:00:59:005,1
6.1483,7.106,-0.4214,-0.0705,9.7431,-1.1121,6.2188,-2.6371,0.6908,0.5987,-1.0397,1.5233,1,-41.25,22,322.81,-83.32,147.93,8326,2015-10-08 14:00:59:105,1
3.0646,8.4467,0.7087,1.0229,9.7126,-0.8882,1.9298,-1.1732,1.3586,-1.387,0.3814,0.5284,-0.5,-38.25,24.75,38.24,-80.85,-150.76,8426,2015-10-08 14:00:59:205,1
2.0303,8.3318,-1.0343,1.2965,9.7036,-0.5745,0.5262,-1.2152,-0.5561,0.1193,0.0895,-0.0085,-2.5,-38.5,26,73.65,-81.69,-113.9,8526,2015-10-08 14:00:59:305,1
1.6281,8.4659,-1.3982,1.4582,9.6776,-0.6223,0.1952,-1.19,-0.67,-0.0618,-0.1193,0.2365,-3.75,-40,24.75,72.28,-80.7,-113.11,8626,2015-10-08 14:00:59:405,1
2.6432,8.7149,-0.4597,1.7529,9.6387,-0.4395,0.9741,-0.6622,0.2823,-0.3132,0.2237,-0.081,-4.75,-39,24.25,74.29,-80.25,-112.23,8726,2015-10-08 14:00:59:505,1
2.4517,8.9447,-0.4022,1.8834,9.6197,-0.2897,0.5683,-0.675,-0.1125,-0.2812,0.0107,0.081,-5.5,-38.75,23.25,87.22,-78.89,-99.53,8826,2015-10-08 14:00:59:605,1
3.6009,9.0022,0.1915,1.8444,9.6303,0.1598,1.6607,-0.609,0.1658,-0.4538,0.4602,-0.4858,-5.5,-39,22.75,87.87,-78.61,-96.84,8926,2015-10-08 14:00:59:705,1
2.2601,8.5617,1.6664,1.5061,9.6753,0.5397,0.63,-1.2899,1.2343,0.3302,0.1001,-0.5135,-5.75,-38.75,21.5,109.38,-79.88,-71.79,9026,2015-10-08 14:00:59:805,1
1.3982,9.3087,-0.4405,1.0942,9.7185,0.7241,-0.2514,-0.8121,0.6742,-0.098,0.6029,-0.3132,-5.75,-40.75,19.5,119.84,-82.31,-56.51,9126,2015-10-08 14:00:59:905,1
-0.3065,9.2512,0.4214,0.7705,9.729,0.9613,-0.9739,-0.483,-0.5635,-0.228,0.2024,-0.4346,-4.5,-41,18.25,120.46,-82.88,-57.25,9226,2015-10-08 14:01:00:005,1
-0.249,8.7724,1.3216,0.3203,9.7302,1.1794,-0.531,-0.9636,0.1805,0.3728,0.1172,-0.3047,-4.5,-41.25,17.25,157.77,-82.84,-15.19,9325,2015-10-08 14:01:00:104,1
-1.5706,8.6957,0.7087,0.0088,9.7651,0.902,-1.5794,-1.0693,-0.1933,0.0639,-0.1257,0.0831,-3.25,-41.5,16.5,171.51,-84.57,-0.34,9425,2015-10-08 14:01:00:204,1
-1.9537,10.0556,-0.3831,-0.0683,9.7723,0.817,-2.2876,0.5706,-0.9894,-0.0874,-0.0703,0.1406,-1.25,-40.25,18,181.45,-85.17,4.9,9525,2015-10-08 14:01:00:304,1
-1.245,11.0516,0.5746,-0.2072,9.754,0.9932,-0.9804,1.2593,-0.476,0.0085,-0.5071,-0.1981,-0.5,-42.5,17.5,187.84,-84.23,9.63,9625,2015-10-08 14:01:00:404,1
-1.6281,9.3278,1.1109,-0.3736,9.7164,1.2736,-1.3502,-0.3311,0.3353,0.2173,-0.147,-0.0469,-1,-42.5,17.5,190.09,-82.22,16.35,9725,2015-10-08 14:01:00:504,1
-0.7087,9.1554,1.4365,-0.457,9.716,1.249,0.0547,-0.4265,0.3599,-0.2194,0.0724,0.2514,-1,-42.75,16.25,193.81,-82.41,22.12,9825,2015-10-08 14:01:00:604,1
-0.1915,9.3087,1.3408,-0.4505,9.7124,1.279,0.2781,-0.3655,0.1192,0.0213,0.049,-0.1001,0,-40.5,16.5,194.78,-82.05,19.4,9925,2015-10-08 14:01:00:704,1
-0.1915,9.0214,1.1875,-0.4751,9.7185,1.2231,0.2836,-0.6971,-0.0356,-0.0618,0.0597,-0.0852,0.25,-40.5,16.25,195.95,-82.32,21.08,10026,2015-10-08 14:01:00:805,1
0.4788,9.1171,0.9385,-0.415,9.7312,1.1413,0.8938,-0.614,-0.2028,-0.0021,0.0213,-0.0107,0,-41,15.75,196.35,-82.75,21.46,10126,2015-10-08 14:01:00:905,1
1.3791,9.1363,1.0918,-0.2947,9.7397,1.1057,1.6738,-0.6034,-0.0139,0.0447,-0.0149,-0.1619,-0.25,-41.5,16.5,192.22,-83.31,15.54,10226,2015-10-08 14:01:01:005,1
1.4365,8.9639,0.5555,-0.2415,9.7507,1.018,1.678,-0.7868,-0.4625,0.1875,-0.0213,-0.0959,0,-40.75,17,189.81,-83.41,12.45,10326,2015-10-08 14:01:01:105,1
1.2641,8.0828,0.3065,-0.0523,9.7639,0.9133,1.3165,-1.6811,-0.6068,0.0277,-0.3984,0.3728,0,-40.25,16.75,191.51,-84.23,14.16,10426,2015-10-08 14:01:01:205,1
0.2873,8.6574,0.1149,0.4011,9.7742,0.6883,-0.3437,-0.9061,-0.6117,0.7009,-1.0077,0.2003,0.25,-41.75,17,175.09,-84.65,-5.97,10526,2015-10-08 14:01:01:305,1
-1.7621,10.7069,1.3791,0.8559,9.7614,0.3919,-2.6103,0.8376,0.7011,-0.1981,-1.0866,0.8543,-1.25,-40.25,17.5,138.42,-86.02,-47.9,10626,2015-10-08 14:01:01:405,1
-3.2178,12.3541,2.0303,1.222,9.7159,0.5267,-4.4161,2.6379,1.4554,-0.1172,-0.6541,0.6093,-1,-39.25,19.25,122.23,-82.57,-67.58,10725,2015-10-08 14:01:01:504,1
-3.3902,12.6031,2.7007,0.6886,9.7522,0.7689,-3.6939,2.5879,1.8148,0.2898,1.1356,-0.4155,-2.75,-40,19,137.54,-83.96,-41.84,10825,2015-10-08 14:01:01:604,1
-2.8539,10.1706,1.1875,-0.579,9.7679,0.6513,-2.2084,0.239,0.5115,0.1747,2.4096,-1.0163,-3.5,-39.75,19.25,207.81,-84.9,41.64,10925,2015-10-08 14:01:01:704,1
-3.4285,9.4427,0.996,-2.0394,9.5918,-0.0893,-1.753,-0.264,0.9895,1.0951,0.4069,-1.4424,-2.75,-40,19,238.15,-80.61,83.7,11025,2015-10-08 14:01:01:804,1
-0.5171,10.1897,1.2641,-2.4653,9.4887,-0.2374,2.3313,0.4903,1.7697,-0.4581,0.0682,0.2514,-3.25,-42.5,19.25,238.57,-75.37,95.5,11125,2015-10-08 14:01:01:904,1
1.3982,7.5848,1.0151,-2.1014,9.5788,0.0251,4.3041,-2.3388,0.856,0.2258,-0.6328,0.228,-0.5,-40,20,246.24,-77.63,89.32,11226,2015-10-08 14:01:02:005,1
4.3287,4.5586,1.9154,-0.8971,9.7639,0.1806,5.2258,-5.2053,1.7348,-0.3941,-0.6605,1.5255,0,-41.75,19.25,254.05,-78.87,96.54,11326,2015-10-08 14:01:02:105,1
5.0566,7.5657,-1.3791,0.399,9.7863,-0.4891,4.6576,-2.2206,-0.8899,0.1278,-0.882,1.0504,-3,-41.75,21,35.36,-86.31,-140.8,11425,2015-10-08 14:01:02:204,1
3.4093,8.2169,1.6664,1.3686,9.7106,-0.0427,2.0408,-1.4937,1.7091,-0.9822,0.5305,0.147,-3.75,-40,23.5,68.59,-82.42,-113.85,11525,2015-10-08 14:01:02:304,1
2.8156,8.9639,-2.4517,1.6885,9.651,-0.4208,1.0122,-0.7446,-1.8585,-0.1832,0.1832,0.1513,-7.25,-39.25,22.75,74.81,-80.25,-104.06,11626,2015-10-08 14:01:02:405,1
2.873,9.1171,-0.7853,1.9115,9.616,-0.2206,0.9807,-0.4989,-0.4881,-0.5028,0.0554,0.2024,-7.25,-39.75,23.75,78.53,-79.52,-102.25,11726,2015-10-08 14:01:02:505,1
3.2753,8.7532,0.8619,2.0487,9.5851,0.3154,1.2266,-0.8319,0.5465,-0.3558,0.1449,-0.0234,-9.25,-40.5,21.75,97.47,-77.8,-81.25,11826,2015-10-08 14:01:02:605,1
3.9265,6.7612,1.7621,2.0008,9.5501,0.9816,2.1556,-2.1759,0.225,-1.3763,1.0717,-0.3856,-10,-39.25,20.25,111.26,-76.86,-63.87,11926,2015-10-08 14:01:02:705,1
2.5474,8.1786,3.7733,1.3625,9.4602,2.1953,1.185,-1.2816,1.578,-0.3409,1.044,-0.686,-8.25,-40.25,14.25,135.23,-74.62,-42.47,12026,2015-10-08 14:01:02:805,1
1.5131,8.9447,2.5091,0.8929,9.5935,1.8269,0.6202,-0.6488,0.6823,0.5561,0.0533,-0.3089,-6.5,-42.25,13,142.51,-76.31,-32.24,12126,2015-10-08 14:01:02:905,1
