ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,state
-0.996,11.6646,1.0151,-0.5568,9.643,1.6947,-1.1287,1.6193,-0.4497,0.4027,2.073,-1.1228,-3,-40.75,14.75,174.45,-79.08,3.04,1255,2015-10-08 14:46:01:209,1
-2.241,9.7683,2.2027,-1.8232,9.5509,1.2757,-0.4178,0.2175,0.9269,0.6754,1.0163,-1.5255,-5.25,-39.75,15.75,182.24,-79.52,18.19,1355,2015-10-08 14:46:01:309,1
-3.1603,9.0597,2.1261,-3.2211,9.2517,0.4472,0.7303,-0.3666,0.8914,1.2293,-0.1214,-0.1917,-2.75,-41.75,16.5,207.03,-76.89,55.02,1454,2015-10-08 14:46:01:408,1
-0.6512,5.0182,0.1341,-2.7043,9.4257,-0.1187,2.053,-4.4074,0.2528,0.179,0.9055,2.056,0.75,-40.25,19.25,243.89,-73.98,92.51,1555,2015-10-08 14:46:01:509,1
10.5153,5.0374,-2.739,0.0244,9.739,-1.1497,10.4909,-4.7016,-1.5893,-0.2173,-1.142,2.2797,2.75,-40.25,22.5,292.4,-82.37,117.47,1655,2015-10-08 14:46:01:609,1
4.5011,7.4124,2.7581,2.1971,9.5568,-0.1062,3.2018,-1.4855,2.8533,-1.1249,0.5689,-0.441,-2,-38.75,26.5,50.91,-80.99,-143.59,1755,2015-10-08 14:46:01:709,1
3.371,8.4467,-1.6664,2.2233,9.5438,-0.3788,1.1477,-1.097,-1.2876,-0.1854,0.1193,0.0874,-7,-37.75,27.5,87.53,-77.12,-96,1855,2015-10-08 14:46:01:809,1
4.6735,9.596,-0.7087,2.4471,9.495,-0.1621,2.1763,0.2322,-0.5751,-0.2003,0.2407,-0.0724,-9.5,-37.75,25.75,85.01,-76.25,-97.39,1955,2015-10-08 14:46:01:909,1
5.2672,9.596,-0.0958,2.0547,9.5782,0.4549,3.0731,0.1267,-0.1558,-0.1342,0.2493,-0.7244,-10,-37,25,96.79,-76.89,-79.76,2055,2015-10-08 14:46:02:009,1
3.869,8.2361,1.6855,1.1603,9.6705,1.1428,2.4515,-1.3225,1.0229,-0.2684,0.2621,-1.0056,-10,-38.25,23.5,117.49,-79.62,-53.18,2155,2015-10-08 14:46:02:109,1
2.6049,8.2169,1.2641,0.3889,9.6886,1.4665,-0.7083,-1.4734,-0.0264,0.2194,0.7947,-1.1441,-6.75,-39.25,19.75,145.81,-80.52,-24.39,2256,2015-10-08 14:46:02:210,1
-2.988,8.2552,1.2067,-0.4299,9.695,1.4117,-2.1406,-1.4379,-0.5646,0.0256,-0.3899,-0.2855,-3,-41.25,18,178.26,-81.39,7.15,2355,2015-10-08 14:46:02:309,1
-4.5777,8.3127,1.3599,-0.8055,9.6594,1.4892,-3.3384,-1.1412,-0.4908,0.0107,-0.8714,-0.0298,0,-41,17.75,193.28,-81.28,20.96,2455,2015-10-08 14:46:02:409,1
-4.1563,10.5345,1.5323,-0.8484,9.6719,1.38,-3.5883,0.3611,-0.2089,-0.1768,-0.669,0.4133,2.25,-39.5,17.5,210.47,-80.74,33.97,2555,2015-10-08 14:46:02:509,1
-2.3942,10.5536,1.5897,-0.7767,9.6808,1.3598,-1.9449,0.8729,0.0371,0.0213,-0.1449,0.1193,2.25,-39.75,18.5,207.99,-80.74,30.79,2655,2015-10-08 14:46:02:609,1
-1.1875,9.4236,0.747,-0.7626,9.7045,1.1882,-0.4249,-0.2809,-0.4412,-0.147,0.0511,0.0447,3.5,-41.75,18.5,211.54,-81.15,31.92,2755,2015-10-08 14:46:02:709,1
-0.3639,9.4619,1.3408,-0.711,9.689,1.3369,0.2272,-0.2278,0.0253,0.0639,0.017,-0.0469,2.25,-40.75,18.75,206.61,-81.24,28.77,2856,2015-10-08 14:46:02:810,1
-0.3639,9.2703,1.1684,-0.7865,9.6781,1.3734,0.4177,-0.2259,-0.3022,-0.179,0.0916,-0.1832,1.75,-39.25,18.25,207.77,-81.13,30.07,2956,2015-10-08 14:46:02:910,1
-0.2298,8.734,1.2833,-0.8291,9.6642,1.4444,0.6323,-0.8332,-0.084,-0.147,0.1087,0.0064,2,-40.75,17.75,207.11,-80.3,30.48,3055,2015-10-08 14:46:03:009,1
0.747,8.4851,1.3024,-0.6584,9.6718,1.4809,1.3708,-1.2444,-0.2246,-0.1406,0.1193,0.1385,1.75,-40.75,17.75,204.58,-80.51,26.89,3155,2015-10-08 14:46:03:109,1
1.9728,9.7875,0.5171,-0.4382,9.7067,1.3259,2.162,-0.1874,-0.9237,-0.0852,-0.0767,0.049,2,-42.5,17,198.73,-81.81,18.29,3255,2015-10-08 14:46:03:209,1
1.3982,8.8873,1.8771,-0.243,9.6935,1.4652,1.6221,-1.0744,0.6417,-0.098,-0.2599,-0.1278,2,-42,16.75,191.87,-81.29,9.42,3355,2015-10-08 14:46:03:309,1
-0.3065,7.9296,1.1684,-0.033,9.7282,1.2373,-0.2735,-1.7986,-0.069,0.1023,-0.6946,0.1108,1.75,-41,18,189.09,-82.53,5.34,3455,2015-10-08 14:46:03:409,1
-0.5171,9.098,0.9002,0.5024,9.728,1.1334,-1.3068,-0.3427,0.5521,-0.277,-0.7073,0.7436,2,-40.5,18.75,182.88,-82.84,-2.67,3555,2015-10-08 14:46:03:509,1
-1.1875,10.5345,1.3599,1.0519,9.7056,0.9299,-2.1054,0.8672,0.5066,0.2173,-0.4027,0.7862,1.25,-38.5,19.5,143.41,-81.77,-48.52,3655,2015-10-08 14:46:03:609,1
-1.7047,10.9559,0.7278,1.4286,9.6762,0.7076,-3.1332,1.2797,0.0202,0.2599,-0.3111,0.4687,-1.25,-38.5,21,126.95,-80.64,-63.65,3755,2015-10-08 14:46:03:709,1
-1.6281,11.7029,1.9154,1.3274,9.6977,0.6024,-2.9555,2.0051,1.313,0.1129,0.2024,-0.0703,-2,-37.25,21.5,122.22,-80.74,-65.95,3855,2015-10-08 14:46:03:809,1
-0.6895,11.0708,1.0726,0.4745,9.788,0.3755,-1.0683,1.1296,0.6397,0.3686,1.4338,-0.6796,-2.5,-36.75,22.5,121.88,-85.02,-59.85,3956,2015-10-08 14:46:03:910,1
-1.3216,9.9599,1.1875,-0.6805,9.7739,0.4223,-0.6411,0.186,0.7653,-0.4538,1.453,-0.9523,-3,-37.25,23.25,213.6,-87.27,43.41,4055,2015-10-08 14:46:04:009,1
-2.2984,10.7069,0.8619,-1.9641,9.6057,0.2069,-0.3344,1.1011,0.655,0.5944,0.8671,-1.3103,-1.5,-39.25,22,243.02,-78.38,83.99,4155,2015-10-08 14:46:04:109,1
-3.6966,9.5193,1.2833,-2.939,9.3559,-0.0215,-0.7576,0.1635,1.3048,-0.62,0.7116,0.0788,2,-39.75,23.5,249.19,-75.92,89.77,4255,2015-10-08 14:46:04:209,1
0.2107,8.5808,0.3831,-3.0227,9.3291,-0.0313,3.2333,-0.7483,0.4144,0.9417,-0.115,0.0788,6,-41.25,23,253.71,-72.05,90.59,4355,2015-10-08 14:46:04:309,1
4.7693,6.3973,-0.6704,-2.335,9.5239,0.1125,7.1043,-3.1266,-0.7828,-0.3089,-0.8181,0.7691,6.5,-40.25,23.25,258.12,-72.91,93.3,4455,2015-10-08 14:46:04:409,1
2.988,7.0485,-0.3831,-1.0907,9.7458,0.0173,4.0786,-2.6973,-0.4004,0.4069,-0.8863,1.2549,6.25,-40.5,23.25,272.85,-83.61,89.09,4556,2015-10-08 14:46:04:510,1
2.5474,7.2975,0.7278,0.2299,9.8017,-0.2106,2.3176,-2.5042,0.9384,0.4794,-0.1427,0.8501,2.5,-41,24.75,56.84,-88.18,-132.5,4655,2015-10-08 14:46:04:609,1
2.7773,9.3087,-0.8045,1.2069,9.7142,-0.5904,1.5703,-0.4055,-0.214,0.1513,0.0618,0.3473,-1.75,-39.5,25.75,70.97,-82.13,-116.07,4755,2015-10-08 14:46:04:709,1
3.122,9.347,-0.7278,1.4461,9.687,-0.492,1.676,-0.34,-0.2358,-0.1236,0.2301,-0.2088,-5.25,-37.5,26.25,68.85,-81.35,-114.12,4855,2015-10-08 14:46:04:809,1
3.1987,8.7149,0.0383,1.2039,9.7311,-0.1629,1.9948,-1.0162,0.2012,-0.2834,0.2684,-0.6924,-4.75,-38.25,24.75,81.66,-82.88,-97.71,4955,2015-10-08 14:46:04:909,1
0.1532,8.4659,1.3791,0.5111,9.776,0.5822,1.4617,-1.5591,0.3563,-0.4708,0.5731,-1.0695,-4,-39.25,22.75,134.2,-85.47,-41.28,5055,2015-10-08 14:46:05:009,1
-0.3639,8.9064,0.2873,-0.3781,9.7784,0.6412,0.0142,-0.8719,-0.3538,-0.5603,0.3984,-0.7009,-3.5,-40.25,21.5,184.83,-86.24,13.15,5155,2015-10-08 14:46:05:109,1
-1.6472,8.2552,2.5474,-1.0111,9.6875,1.1401,-0.5555,-1.2825,1.3511,-0.522,0.1129,-0.4794,0.25,-41.5,20.75,212.48,-81.06,41.57,5255,2015-10-08 14:46:05:209,1
-3.984,8.0445,0.6704,-1.4917,9.6193,1.1894,-2.4731,-1.7088,-1.017,0.0021,-0.1342,-0.0298,2.75,-43,18.75,215.82,-79.53,42.22,5357,2015-10-08 14:46:05:311,1
-4.5203,9.3853,1.3024,-1.686,9.5658,1.35,-2.8342,-0.1806,-0.0476,0.4772,-0.9119,0.375,4.25,-43.5,18.5,223.45,-77.32,50.62,5455,2015-10-08 14:46:05:409,1
-3.2753,10.9942,0.7087,-1.4081,9.6432,1.0937,-1.8672,1.351,-0.385,0.2727,-0.588,0.3111,5.75,-44.25,17.75,225.53,-77.28,51.32,5555,2015-10-08 14:46:05:509,1
-1.992,10.3621,0.4597,-1.2254,9.6974,0.793,-0.6296,0.6222,-0.2486,0.294,0.0277,0.0831,6.25,-43,18.25,231.93,-79.52,52.16,5654,2015-10-08 14:46:05:608,1
-1.1109,9.5385,0.6321,-1.1808,9.7138,0.6468,0.1244,-0.1726,0.1094,-0.0362,-0.0874,-0.0682,4.75,-42.75,19,238.82,-81.44,57.09,5755,2015-10-08 14:46:05:709,1
-0.5938,9.481,1.0534,-1.2275,9.7074,0.6561,0.6864,-0.1698,0.3636,-0.0277,0.0213,-0.0895,4,-42.25,20.25,238.57,-81.96,61.34,5855,2015-10-08 14:46:05:809,1
-0.9577,8.9256,0.7278,-1.3531,9.6902,0.663,0.2739,-0.823,-0.0313,0.0639,0.0043,-0.0895,3.5,-42,20.5,238.48,-81.43,61.98,5955,2015-10-08 14:46:05:909,1
-0.747,9.1171,0.5363,-1.297,9.7018,0.6027,0.5454,-0.6399,-0.0898,0.0213,0.049,0.0383,4,-41.5,21,239.73,-81.16,63.89,6056,2015-10-08 14:46:06:010,1
-0.498,9.4619,0.747,-1.1982,9.7149,0.5964,0.7666,-0.1965,0.1462,-0.0021,0.0767,0.1406,4.25,-43.75,20.25,240.8,-81.93,64.69,6155,2015-10-08 14:46:06:109,1
0.0766,9.8833,0.5555,-1.0991,9.7274,0.5828,1.1207,0.1752,-0.0448,-0.0341,-0.0107,-0.081,3.5,-42.75,21,240.01,-82.6,62.06,6255,2015-10-08 14:46:06:209,1
1.3791,9.1363,0.8236,-1.1168,9.7276,0.5451,2.4959,-0.5913,0.2785,0.0256,0.0703,-0.3281,3.5,-40.25,20.75,238.53,-82.64,62.67,6355,2015-10-08 14:46:06:309,1
1.2067,8.4851,0.4788,-1.0624,9.7427,0.3475,2.2691,-1.2577,0.1313,-0.196,-0.13,-0.0447,3.5,-41.75,21,250.95,-83.21,72.81,6455,2015-10-08 14:46:06:409,1
-0.1532,8.7724,0.3065,-1.0131,9.7526,0.1778,0.8599,-0.9802,0.1287,0.0959,-0.5049,0.0213,4.5,-41.75,21.5,254.03,-83.52,72.85,6555,2015-10-08 14:46:06:509,1
-1.9154,9.3661,0.3831,-0.8365,9.7693,-0.1769,-1.0789,-0.4032,0.5599,0.0234,-1.012,0.3686,5.75,-41.5,22.25,264.21,-84.21,81.93,6655,2015-10-08 14:46:06:609,1
-3.5626,8.849,0.5938,-0.5317,9.7898,-0.2168,-3.0308,-0.9409,0.8106,-0.066,-1.3018,0.7755,5.75,-39.75,23.5,298.47,-85.82,110.46,6755,2015-10-08 14:46:06:709,1
-3.6583,10.9559,2.5666,-0.0202,9.7984,0.4022,-3.6171,1.0372,1.8429,-0.6306,-0.4133,0.7563,6.75,-38.25,24.25,292.04,-88.51,97.89,6855,2015-10-08 14:46:06:809,1
-3.3902,10.7069,3.1795,-0.0531,9.7532,1.0208,-3.3371,0.9536,2.1587,-0.4069,1.6767,0.0234,6,-39.5,23.75,194.7,-84.02,2.98,6955,2015-10-08 14:46:06:909,1
-1.9154,10.8793,1.2833,-0.6411,9.7119,1.1991,-1.2743,1.1673,0.0842,0.1619,2.448,-0.4581,2.25,-39.75,21.25,197.1,-81.98,15.97,7055,2015-10-08 14:46:07:009,1
-1.6664,10.8793,1.8771,-1.7708,9.6192,0.7116,-0.2879,1.0193,1.4912,0.7521,0.539,-1.7151,0.5,-39.25,20.25,228.73,-80.54,59.51,7154,2015-10-08 14:46:07:108,1
-1.6472,12.0476,-0.996,-3.0987,9.302,-0.2037,0.9231,2.7165,-0.3853,-1.1207,0.8501,-0.6434,-1,-40,19.25,236.16,-73.42,88.9,7256,2015-10-08 14:46:07:210,1
-3.1029,10.0748,-2.5474,-3.9172,8.9827,-0.3705,2.0485,0.7107,-0.4604,1.1484,-0.7755,-1.1718,3,-41.5,22,241.44,-68.15,91.54,7356,2015-10-08 14:46:07:310,1
2.1644,7.2592,2.4708,-3.3789,9.2061,0.0163,5.5433,-1.9469,2.4545,-0.7521,-0.0192,0.6157,6.75,-41.5,22.25,251.45,-68.76,93.05,7455,2015-10-08 14:46:07:409,1
3.1795,6.5697,0.2873,-2.2483,9.5319,-0.5077,5.4278,-2.9622,0.795,0.1491,-0.4282,1.5212,9.75,-42,23.25,257.82,-69.85,89.72,7555,2015-10-08 14:46:07:509,1
4.7309,8.1594,-0.9768,0.0401,9.7336,-1.1945,5.0547,-0.9612,0.3517,0.3728,-0.9012,1.8727,8.75,-40.5,24.75,283.22,-76.41,102.72,7656,2015-10-08 14:46:07:610,1
1.9345,7.1443,2.8922,1.1692,9.7327,-0.2782,0.7653,-2.5884,3.1704,0.3153,0.0362,0.3068,3.5,-39.75,27.25,62.49,-82.47,-136.01,7755,2015-10-08 14:46:07:709,1
2.4708,8.1594,-1.8004,1.578,9.6267,-1.0038,0.8928,-1.4672,-0.7966,0.6136,-0.0447,0.4687,-2,-40,26.5,88.84,-82.29,-104.07,7855,2015-10-08 14:46:07:809,1
3.122,8.4276,-1.0726,1.951,9.5678,-0.9064,1.3815,-1.1435,0.3388,-0.7542,0.3132,0.017,-5.25,-38.5,27,65.49,-77.95,-122.91,7955,2015-10-08 14:46:07:909,1
3.8882,8.8681,0.5363,1.8434,9.631,-0.1286,2.0448,-0.7629,0.6649,-0.4325,0.1854,-0.7201,-6,-38.75,27.5,85.63,-78.35,-98.62,8055,2015-10-08 14:46:08:009,1
1.8962,8.4084,0.5746,1.0572,9.7364,0.5047,0.4751,-1.4429,1.0851,-1.0823,0.3878,-1.0631,-5.75,-38.75,25.5,95.57,-81.94,-83.27,8155,2015-10-08 14:46:08:109,1
0.3831,9.0788,1.8196,0.2841,9.7698,0.8,0.0607,-0.8059,1.9964,0.3089,0.4985,-0.7414,-5,-40,22.75,125.75,-83.96,-50.16,8255,2015-10-08 14:46:08:209,1
-1.4365,8.3127,2.375,-0.4744,9.7774,0.5896,-1.0855,-1.6103,1.6992,-0.4666,0.294,-0.8266,-1.75,-41.25,21,167.95,-85.51,-5.99,8355,2015-10-08 14:46:08:309,1
-2.739,8.2552,2.4134,-0.9404,9.7323,0.7542,-1.2048,-1.5537,1.8699,-0.1023,0.2791,-0.1726,2.5,-43,21,228.77,-82.94,51.27,8455,2015-10-08 14:46:08:409,1
-4.8076,8.9639,0.1149,-1.2968,9.6796,0.8912,-4.5642,-0.1219,-0.7954,-0.4091,-0.2003,0.0575,5.5,-42.25,21.5,237.66,-81.44,55.62,8555,2015-10-08 14:46:08:509,1
-4.8267,10.7835,-0.4405,-1.4132,9.665,0.873,-3.3369,1.0228,-1.2369,0.0788,-0.2301,0.1172,5.5,-42.5,21,237.86,-80.23,57.74,8655,2015-10-08 14:46:08:609,1
-2.0877,10.6111,-0.4405,-1.3988,9.6819,0.6892,-0.3825,0.5653,-0.6509,-0.2045,-0.0405,0.1065,4.5,-41.5,20.5,238.83,-80.3,61.54,8755,2015-10-08 14:46:08:709,1
-1.2641,9.232,0.6321,-1.4401,9.6809,0.6143,0.176,-0.4488,0.0178,0.1683,-0.0511,-0.081,5,-40.25,20.75,242.2,-80.85,63.77,8855,2015-10-08 14:46:08:809,1
-0.9194,9.347,1.0534,-1.4812,9.6724,0.6491,0.5618,-0.3254,0.4044,-0.1129,0.1385,-0.2429,4.75,-41.75,20.75,244.34,-80.56,67.55,8955,2015-10-08 14:46:08:909,1
-1.3408,9.0022,0.7661,-1.5275,9.6634,0.6758,0.1867,-0.6612,0.0903,-0.049,-0.0554,0.0043,5,-41.25,21.25,243.11,-80.19,66.34,9055,2015-10-08 14:46:09:009,1
-0.9577,9.1746,0.6895,-1.4728,9.6727,0.6632,0.5909,-0.4989,0.0743,0.0597,0.0618,0.0085,5,-41.25,20.5,242.96,-80.39,65.84,9155,2015-10-08 14:46:09:109,1
-1.0343,9.2512,0.6321,-1.4412,9.6809,0.611,0.4317,-0.4474,0.0691,0.0916,-0.0192,0.0234,5.5,-41,21,247.04,-80.81,67.02,9255,2015-10-08 14:46:09:209,1
-0.8428,9.098,0.6704,-1.3895,9.6895,0.5945,0.5468,-0.5915,0.0759,0.0362,-0.0192,-0.0149,4.75,-41.75,21,244.62,-81.13,66.84,9355,2015-10-08 14:46:09:309,1
0,9.1937,0.8619,-1.2272,9.7103,0.6114,1.3495,-0.401,0.2745,0.0107,0.1321,-0.147,4,-42,20.5,241.46,-81.53,64.9,9456,2015-10-08 14:46:09:410,1
0.1341,8.2744,0.3256,-1.0947,9.7276,0.5889,1.2172,-1.4526,-0.2019,-0.1257,0.1023,0.245,5.25,-43,21.75,242.29,-82.72,61.72,9554,2015-10-08 14:46:09:508,1
2.0303,9.6343,-0.6512,-0.7768,9.7564,0.6159,2.6556,-0.0884,-0.9412,-0.4389,-0.2855,0.1364,5.25,-42.25,21.5,235.57,-84.2,51.59,9655,2015-10-08 14:46:09:609,1
0.3448,8.7532,0.5363,-0.3334,9.7741,0.7259,0.9687,-1.093,0.0301,0.4858,-0.6306,0.3047,3.5,-41,21.25,212.32,-84.49,27.08,9755,2015-10-08 14:46:09:709,1
-0.2298,9.0788,0.8236,0.1522,9.7907,0.5381,-0.3417,-0.7708,0.0084,-0.0852,-0.8416,0.7308,1.75,-40.5,20.25,170.93,-86.73,-15.79,9855,2015-10-08 14:46:09:809,1
-0.5363,10.0365,0.8811,0.7567,9.7685,0.4167,-1.3504,0.2871,0.6751,-0.1449,-1.2634,0.6392,2.25,-39.25,21,131.22,-84.95,-61.16,9955,2015-10-08 14:46:09:909,1
-3.1987,10.1706,2.624,1.1363,9.7158,0.6944,-4.3158,0.2249,1.8339,-0.1257,-0.8117,0.7542,1.5,-38.5,21.75,135.78,-82.2,-58.57,10055,2015-10-08 14:46:10:009,1
-3.122,12.8138,2.6815,1.0614,9.6715,1.2268,-4.1835,3.1422,1.4547,0.0064,1.3529,-0.5902,1.25,-39,21.5,142.16,-79.99,-50.96,10191,2015-10-08 14:46:10:145,1
-2.1644,11.4539,2.3559,0.3157,9.7143,1.3052,-2.4801,1.7396,1.0507,0.2045,1.7726,-0.784,-2,-39.5,20.25,164.6,-82.13,-13.6,10255,2015-10-08 14:46:10:209,1
-2.375,9.3853,1.6664,-1.405,9.666,0.8745,-1.5129,-0.1212,0.5891,0.3047,1.7833,-1.2741,-1.5,-39,18.75,222.02,-80.28,58.1,10355,2015-10-08 14:46:10:309,1
-2.8922,9.9024,2.5857,-2.7473,9.3863,0.7215,-0.1449,0.5161,1.8642,0.3132,0.5646,-1.355,0.25,-40.25,19.5,229.63,-73.16,75.28,10456,2015-10-08 14:46:10:410,1
-0.9577,10.5728,2.3559,-3.2771,9.225,0.5753,2.3018,1.5896,1.7606,-0.2621,0.3153,-0.1449,3.75,-42.5,20,236.42,-69.95,81.31,10555,2015-10-08 14:46:10:509,1
0.2298,6.3973,0.4214,-3.0139,9.327,0.3054,3.2943,-1.9237,0.1552,0.3111,-0.7265,0.1427,6.75,-42.5,19.75,238.26,-70.72,80.35,10655,2015-10-08 14:46:10:609,1
4.2904,6.7804,-1.6281,-1.8414,9.6318,0.094,6.1318,-2.8514,-1.7221,0.522,-1.2783,1.1292,7,-42.75,20.5,255.9,-76.92,83.03,10755,2015-10-08 14:46:10:709,1
3.9265,7.8338,0,-0.1965,9.8026,0.2031,4.123,-1.9687,-0.2031,0.2024,-0.6519,0.7372,6.25,-42,22.5,236.25,-88.35,44.05,10855,2015-10-08 14:46:10:809,1
2.5474,8.9639,-0.1724,0.7077,9.7811,-0.0125,1.8397,-0.8172,-0.1598,0.228,0.0639,0.6988,3.75,-41,22.75,115.55,-87.79,-77.8,10955,2015-10-08 14:46:10:909,1
3.4477,8.8681,-1.2641,1.3229,9.6971,-0.6221,1.9027,-0.9259,-0.5217,0.0341,0.3899,0.2024,-0.25,-41,23,101,-85.86,-91.01,11055,2015-10-08 14:46:11:009,1
4.2713,8.4276,-0.6704,1.3985,9.6873,-0.6087,2.2585,-1.1716,-0.0816,0.066,0.4325,-0.424,-2.75,-40,25,77.09,-81.43,-115.19,11155,2015-10-08 14:46:11:109,1
2.2601,7.9487,-0.249,0.924,9.7619,-0.1483,0.6083,-1.8131,0.4547,-0.7521,0.4708,-0.8778,-3.75,-38.75,26,70.66,-81.05,-113.52,11256,2015-10-08 14:46:11:210,1
0.8619,7.8147,0.2107,0.4093,9.798,-0.0333,-0.1986,-1.6769,0.244,0.2727,0.0618,-0.7329,-4.25,-40.25,25.25,77.99,-84.52,-99.12,11355,2015-10-08 14:46:11:309,1
-0.249,7.604,2.5474,0.2049,9.7946,0.4411,-0.4538,-2.1906,2.1063,-0.3984,-0.3984,-0.4133,-0.25,-40.75,24.75,124.12,-87.73,-58.95,11455,2015-10-08 14:46:11:409,1
-3.62,11.0516,-0.6129,-0.1491,9.7955,0.4437,-3.6434,1.4669,-1.2673,-0.2429,-0.3324,0.3004,0,-40.25,23.5,188.73,-87.29,9.41,11556,2015-10-08 14:46:11:510,1
-2.3367,10.7643,0.6895,-0.3135,9.7776,0.6866,-2.0115,0.991,-0.05,-0.6796,-0.4133,0.1278,0.75,-41.5,22.75,207.59,-86.52,27.93,11655,2015-10-08 14:46:11:609,1
-2.2218,10.1897,-0.5171,-0.5589,9.7703,0.6312,-1.6469,0.3272,-0.5963,-0.2599,-0.6008,-0.2535,0,-41.5,21.25,207.36,-85.24,31.55,11755,2015-10-08 14:46:11:709,1
-2.2984,9.6343,0.6129,-0.7727,9.7535,0.6646,-1.5597,-0.1979,-0.2081,0.2535,-0.3643,-0.0426,1.25,-40.25,21,221.51,-84.01,46.21,11855,2015-10-08 14:46:11:809,1
-1.3024,9.1746,0.9002,-0.8148,9.76,0.499,-0.2316,-0.3574,0.3213,0.3728,-0.2088,0.1385,3.5,-42.75,21.25,231,-84.23,54.19,11955,2015-10-08 14:46:11:909,1
-0.249,9.4619,0.8428,-0.7109,9.7719,0.4178,0.4361,-0.2527,0.588,-0.0277,-0.017,0.1768,2.5,-41.5,22.25,242.32,-84.99,62.71,12055,2015-10-08 14:46:12:009,1
-0.4405,9.0788,0.8236,-0.7283,9.77,0.4317,0.2971,-0.6894,0.3679,-0.147,0.0064,-0.0767,2.75,-42.25,22.25,241.66,-85.23,61.78,12155,2015-10-08 14:46:12:109,1
-0.4022,9.0405,0.6704,-0.7032,9.7718,0.4332,0.3021,-0.7311,0.234,-0.0085,0.0107,0.0256,3.75,-41,22,241.91,-84.98,59.68,12255,2015-10-08 14:46:12:209,1
-0.2682,9.1937,0.5171,-0.6373,9.7767,0.4254,0.4001,-0.5251,0.2164,-0.0362,0.0021,0.0959,2.5,-40.75,22.25,238.26,-85.36,57.73,12356,2015-10-08 14:46:12:310,1
